block_height,block_time,comment,validators_hash,computed_hash,proposer_address,total_vp,6A3CACEAEA586C9AF3051249D6FF34942835DF10,0DA35960AC73947F415949EDAF885E1A9A186370,9901CCDA42B948EDDC835FB5C8AB06730A9C23CD,F29C3DB00F73F75D84B7DFDC7787BF78A91C6A81,A3A9B9712869F224F4F1F3CB3DE5D039D6268F21,B5B358B6B17052E2E1A00B8ED78127FFDFF584AF,FC9402FF4B53B8B72624C7FB28DDE49797EF474B,9B2D81FF1268365847546044CBAD688382D6B664,54443EF34125BDBDF74D8E1FD1EC3857160EF3CC,7EEBC8E086DB6453F77954C44C94D6FB6F0A625E,DC00DA048EC40BF29530626601840B18F48AC8A5,0B8F81F6A82C6B3708D6192C2AD1B53209E04F6C,7B24FEE1E6153D765DD696B7DC3588A38A6DF57D,003E6F7A2FD88BAA3E2117945671FE0D994E171D,0385B199514F483871B7B801A923BF53977B2916,03EABFB8409C4F62A732A3D728ACAA2E13403F50,056EBA066FB6355FE6B81FDF375C1CDDF5BEBBC6,0E311E3634B0F6F5959F9394577233D6882625D0,103CC3FC5E90C04EE208BD0716DC889552926EF8,1501A996ED5577FC65D57F92ACC8E15CE6B7DFAD,16625311355C4993FDA69D218875CAEB783F66D5,1E3AFDD98E0E1AEB50E7E7BE7BB78B71AB9FE1BA,214752CFB2CD5CB00EC625739C224AA406226D0E,305013CCA69866DA942265649D56B57D4F2545CC,3558238D72FAC0A40B276D8F238CDF28BE16B4AA,361FD80BB7893C4B4104D0D7A8C931F362D170D8,3B9916B501C53E38015676282F14E2AAF025F6C5,3D42458DD811C921CDA2A080FB018CBBA2B91CFD,41AA5DF98BDB8A809B956A7925CF21FA905D08DD,42890EEA7E9B02890605135356D90B6433A47749,4D6E16E3F7D89E8D839F716893D6A1F81C9F956D,52479C885E73D2F570D47E5F0433785051350DD1,52EA1C24DA94C67A8FED7C46E18A1CFC476D5717,55EACF6E14726E13F973903614087867404DF2CA,59CC9F852235473DF57BCEF37C60F3A29DB36811,5A22861F57F12829B68A022FB805685A4E5850C3,5BED074FAD72B341DE26B43628F2FE0917AC1D63,5DEFF454EB30618FA2B978D9FF1C8B523311F1D1,60DFD976E9B748B1E1F06FD7B6809A370BD3A302,61DDA93355D0ED14AD0F01DF9657F1D922FD8A08,65185BC275EB9232A2DFF23BEB4EAA075BDAD3CE,66843E34B5A0CC0D4FFACE4C928D200753D4B9D3,671C08BB55C1C242DC5A342889CD8C0071893FF9,71F5F0A14FA5CA88122A26569B0C3A9E3C6E5CAF,76D9967474B62835E703A577101D1FD35F84D36B,79FA40E44DECB3893E3646B58AA13C7FE898BE91,7A6A631756F2B240CBDFA81DF654DABA599C0F33,7A74EB2298B26CC9F30C1C682A5C0DE209EE3687,7E060283BE404E1E80CE738DDCC6C12F9EDE0113,87AD83AC8C84ABE5D8890E4DFE407F17BCD42B4E,8A73C4B75E360FF191B844A61B8845A0AD65D208,8C7E66C0416A002CFCF1A99F88F33FCC8F599944,8F7B51C1E8520E0BFA894ED83213E45DEB10E156,95E3F1574DDB503F0380D98A976E0CF8469B874F,96884BE29D4D231AFB90D034748286D51A6BE943,97075D998C11771B38AAA0ACFBFDF09EED078BC9,98051EE9D111826D0A03BBDD0334C7C246FC4636,9C87B7B7B0E79B4BE81D72C6B68F7122BCB04EEC,A2E373DC0894BC0CD0F5C7A8ECF22F1F9E8F5579,AA77A443F849606A4A8EB1639752068C1A2EEA5E,ADA6B3B2DE3BB2686DBEF1543C309D10D23EC2CC,B59B63331FD2120C89BF2E7DD657E7F9AA090A1D,BACE01F066D7C3344AA194E1A1B6FBF6FE8EBE1C,C43B466D9C3A60859B66A48E0B54C662BC701FB5,C759989AB500EDF629C4CED1267CA30F660E4024,CA799C8A8079B5BAC07CBCF77C94CA050CB4CB80,CC05882978FC5FDD6A7721687E14C0299AE004B8,CD0DA85F510345EAECB73AEED6E3C2C65AD27E53,CDA3887D2F0865E84BAC9C8241D4B5FF39591D28,D02B29F69E6BFC3E241F38162E82EE4C78D8DDA9,D0639638EF73670D4813E9D034F4499667B3BE7E,D4686840675436000E9B33B8A58193B9406ADDA3,D5D3EB2E5E2360782FAFAB7C0B3C45BFFB1587AB,DB5EF3A174014515A046E80E3164E22414123614,DDF94D41B15E7A77122259D83B2BDCF474540337,E12D86AC279259CBB0CC1D2C5DA9FADE3FD8D24F,E1A48ED16EB660BE4F259E0E3A62B8BE56F41E36,E2CDB3113C0392603810E16929C86C013A46F540,E63597E3F46F3A8C82379A72D37FD7D280E832FA,E77FE2A0D7784F9CE575D35F09FBB33BB05CC9EB,EE50044D5EE07FA2C2CC94F1A81D2B6DADC103EB,F54306AE4536A8818B3BCB46D156403FCE944650,F6EBCC201A051C2106A6F0CD95A452C843BA4F14,F7DF9EF920DFBCDCA1F382151685A69500BAF630,F98B3014AF2F2A5C8852263D65A0B679FB799B8C,23D4A4484D4D868427369088C4D0A2E56DAAF465,3CC44C72DFD38D8538F1AC2443E540CCA730261C,57D2C0F208DE8B603DA6C9B75CD95C32597BE348,7B0DE97C082AE7911928004FE8B145AA1FF56038,9797557328079BB3D3E588DAD873F0EA6C098C10,FDE7B9EDA5E8D918BA04235FA304AA3CE82C04C1,4544EF788285E35826DB28EC62FD704554CC7156,B4775B0FEBDFE023D6E24748BDD0B39F8366A8DD,B45362A682176E95B35B2084405D4F50A77F9CCA,8951CFD2B94DE0CF7BFF747C367F85095B83EB28,92E7331517D289430B70AB407BF9FA797403A470,93F3ACB2D3DD657C069E80405D37CEFCE5DEB2AC,FD9B65D22E19A8A6D34E02491CCDA7F4D0C48BC5,BE4D9D67579D9E9ECFD32B39AB2EAF988FA7A956,279009E814C0F2CE0B21E565512DBF4DCE9923C3,6B1CC4FF7E65DDAEA347F0DBA0DE8911139D3241,D9448D1A507A0F792C25F4FEAE01DDBC4748CA82,6D9D14A2729BA5F02AF203ABAFD5CE8284DD2670,6406B7B10A978323E679E226F0D3546E0470B864,C96B7A46D3E26FADD6B8B9393D2EE0318AFBA7EE,BF4F4707754A93FC8B10B4CA1DF98A043B776ADF,F649FD83C9557B080DBA654B506634F8AD87555F,1221F0F28823F9D5239F0B2CB9575944AA23E61A,292B3711E4423C2F47B7BE58BF72EF2BD0770CF0,616BA35C85E60F6C7F5AE9E5FD0843378D130F8E,C56B6EDB0F598797F625C717A740658CFDE49F86,7149CA24B79EE0E073B9ED04C232A9E9753FBAC9,5DEF681F8F155ACB4939294C20DF4FF00E8680B4,1C4A305A101EDFB122E8C15289F036C98986FCDB
34778,2022/11/23 16:47:50,NEW_VALSET:PCHEIGHT/259673,DCEA1BBB94DBED9D05C8D2BC12CC56B826A81162681B1CB28F725BFA94F6F4CC,7FABCEEE65EDCB606FD1B1E99FFA5BB37B5F3A7E865693C377EE59DFBEBA347C,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109802,670100004,784,418,310,300,142,104,95,88,90,0,80,90,80,80,80,80,80,80,80,89,89,87,82,80,80,80,80,80,80,80,80,90,90,90,90,100,90,90,90,100,90,88,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,81,0,88,81,82,90,90,90,90,88,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,82,99,89,90,90,90,89,91,81,90,0,0,0,0,0,0,0,0,90,0,90,0,0,80,90,90,90,81,0
34782,2022/11/23 16:48:10,NEW_VALSET:PCHEIGHT/259677,95A83F4B30DA2B2F9ABB805F4E75A678EC0C8386476341397305FDF44674AAEA,8A62675B55B70C383F16A82C2D0B9F3022C7E8C6F128F78A880749667038EA02,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109812,670100004,784,418,310,300,142,104,95,88,90,0,80,90,80,80,80,80,80,80,80,89,89,87,82,80,80,80,80,80,80,80,90,90,90,90,90,100,90,90,90,100,90,88,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,81,0,88,81,82,90,90,90,90,88,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,82,99,89,90,90,90,89,91,81,90,0,0,0,0,0,0,0,0,90,0,90,0,0,80,90,90,90,81,0
34786,2022/11/23 16:48:30,NEW_VALSET:PCHEIGHT/259681,0049AEED93A815E83449FB24E9AA7B8CF623BF727BC2CCFAD9562F1C5DBDF629,2DE1BBDE4E25C73EC9A5DADCBAE8BD1EEF7EE8CE337527D9712EC2CF122906F3,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109822,670100004,784,418,310,300,142,104,95,88,90,0,80,90,80,80,80,80,80,80,80,89,89,87,82,80,80,80,80,80,80,90,90,90,90,90,90,100,90,90,90,100,90,88,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,81,0,88,81,82,90,90,90,90,88,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,82,99,89,90,90,90,89,91,81,90,0,0,0,0,0,0,0,0,90,0,90,0,0,80,90,90,90,81,0
34790,2022/11/23 16:48:51,NEW_VALSET:PCHEIGHT/259685,B57447DADCE27599012FA320C9F92AC07691A8E43771B5B9E4FA52340AD5FE55,54610F2110BA2249028545124F029A2F50A7A229137E0FDF128FE9990D49F4FF,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109832,670100004,784,418,310,300,142,104,95,88,90,0,80,90,80,80,80,80,80,80,80,89,89,87,82,80,80,80,80,80,90,90,90,90,90,90,90,100,90,90,90,100,90,88,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,81,0,88,81,82,90,90,90,90,88,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,82,99,89,90,90,90,89,91,81,90,0,0,0,0,0,0,0,0,90,0,90,0,0,80,90,90,90,81,0
34794,2022/11/23 16:49:11,NEW_VALSET:PCHEIGHT/259689,4C69A054370BCF7588DDADAC74DD3A70DC787F9818F60F11AAC195DB6062DFB3,C5E7E66D4427E2CB2D295DBA6C6E64E4C9872B4A0E85C9752E2C0D26B8017E7E,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109842,670100004,784,418,310,300,142,104,95,88,90,0,80,90,80,80,80,80,80,80,80,89,89,87,82,80,80,80,80,90,90,90,90,90,90,90,90,100,90,90,90,100,90,88,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,81,0,88,81,82,90,90,90,90,88,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,82,99,89,90,90,90,89,91,81,90,0,0,0,0,0,0,0,0,90,0,90,0,0,80,90,90,90,81,0
34799,2022/11/23 16:49:36,NEW_VALSET:PCHEIGHT/259694,0D4F37CB4151E1662BE3B57EAF5E5304EBB3DF27F8A5C78147D7D44438BED478,AD4493F725C0BBC936E33C7919A4F200E700043697CCEC6F85E8470209A1D46A,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109852,670100004,784,418,310,300,142,104,95,88,90,0,80,90,80,80,80,80,80,80,80,89,89,87,82,80,80,80,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,88,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,81,0,88,81,82,90,90,90,90,88,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,82,99,89,90,90,90,89,91,81,90,0,0,0,0,0,0,0,0,90,0,90,0,0,80,90,90,90,81,0
34803,2022/11/23 16:49:56,NEW_VALSET:PCHEIGHT/259698,3F2E089B37A805242F5A04ED8294715801D0B52502ECAD25ADA6C31995994CAC,A8FC4D3B0DDBBEDB76D2D7837AFCC08A5D9A8FA356FDAD9933E95F4E6EFC02FE,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109862,670100004,784,418,310,300,142,104,95,88,90,0,80,90,80,80,80,80,80,80,80,89,89,87,82,80,80,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,88,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,81,0,88,81,82,90,90,90,90,88,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,82,99,89,90,90,90,89,91,81,90,0,0,0,0,0,0,0,0,90,0,90,0,0,80,90,90,90,81,0
34807,2022/11/23 16:50:16,NEW_VALSET:PCHEIGHT/259702,A90880DCE9EC799C52BB1D563FA8E53882B310D325DD30469C6EAB78C503D65F,AF39C7D71471EE0FD3E3258D225CA99D2223CC0E3438EF5308EDD0DB7BF7A870,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109872,670100004,784,418,310,300,142,104,95,88,90,0,80,90,80,80,80,80,80,80,80,89,89,87,82,80,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,88,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,81,0,88,81,82,90,90,90,90,88,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,82,99,89,90,90,90,89,91,81,90,0,0,0,0,0,0,0,0,90,0,90,0,0,80,90,90,90,81,0
34811,2022/11/23 16:50:37,NEW_VALSET:PCHEIGHT/259706,A57EE850E837085942277E542B8370CB6AA1E95187454EA9A2221CD7BE7D1CE0,572BB4083B4F20F9E22C001D7C95A27AE2007FA72A4FD7133F0364E4F66D71A1,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109882,670100004,784,418,310,300,142,104,95,88,90,0,80,90,80,80,80,80,80,80,80,89,89,87,82,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,88,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,81,0,88,81,82,90,90,90,90,88,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,82,99,89,90,90,90,89,91,81,90,0,0,0,0,0,0,0,0,90,0,90,0,0,80,90,90,90,81,0
34815,2022/11/23 16:50:57,NEW_VALSET:PCHEIGHT/259710,F1A9D29E3F5B9DB0ECCC08D596D9F6951B0BBBA6B68D9592064F47855B3BE5B3,CA97D7136DD6E9FBEC8A76F9FB46EBE70946CD460F2387FBBD14B1085185236A,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109892,670100004,784,418,310,300,142,104,95,88,90,0,80,90,80,80,80,80,80,80,80,89,89,87,82,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,88,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,81,0,88,81,82,90,90,90,90,88,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,82,99,89,90,90,90,89,91,81,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,81,0
34819,2022/11/23 16:51:17,NEW_VALSET:PCHEIGHT/259714,DF7DA21BB2AE0D7E710B56F0B5066B0815FEF4E31CFF3EFC97F11F285C59C999,60BB80F36AF439FAABE6C3815B3FCB49896BE3D0FF28032FA6E7DB9EB47475E1,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109902,670100004,784,418,310,300,142,104,95,88,90,0,80,90,80,80,80,80,80,80,90,89,89,87,82,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,88,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,81,0,88,81,82,90,90,90,90,88,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,82,99,89,90,90,90,89,91,81,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,81,0
34823,2022/11/23 16:51:37,NEW_VALSET:PCHEIGHT/259718,8D861A416D5E1539165D3F1384E37822D50569999941B085E97F34EA71EB5E25,3D2773BB923F943AD413956E5D61F069A20701C1A70C8E8297D97CF7598C9FFE,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109912,670100004,784,418,310,300,142,104,95,88,90,0,80,90,80,80,80,80,80,90,90,89,89,87,82,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,88,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,81,0,88,81,82,90,90,90,90,88,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,82,99,89,90,90,90,89,91,81,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,81,0
34827,2022/11/23 16:51:57,NEW_VALSET:PCHEIGHT/259722,B490CB767214C86D429ABC8B0ADCCEBA5916AA17DEC75F8108DEAFCDA2330216,415B48B30A37461E390F51B011137B2E57C097B7B99F327686578ECCFDD58FD4,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109922,670100004,784,418,310,300,142,104,95,88,90,0,80,90,80,80,80,80,90,90,90,89,89,87,82,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,88,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,81,0,88,81,82,90,90,90,90,88,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,82,99,89,90,90,90,89,91,81,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,81,0
34831,2022/11/23 16:52:18,NEW_VALSET:PCHEIGHT/259726,93818AB4193D995587377DA75FD0A2EC0D92FABD0166D3ECD09D3D2F4BE37705,DAA647D2DE8D317E2EC8EECF0404FB40B1729F29569A35AAD5DF37F2BFE69119,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109932,670100004,784,418,310,300,142,104,95,88,90,0,90,90,80,80,80,80,90,90,90,89,89,87,82,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,88,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,81,0,88,81,82,90,90,90,90,88,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,82,99,89,90,90,90,89,91,81,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,81,0
34835,2022/11/23 16:52:38,NEW_VALSET:PCHEIGHT/259730,01ED3750AA3215DCDE6763E620882E55D0C8A9803E0FB39A6F7357F76F0299D3,104F4C8FCFD8222187879E2917764E8F17C070F6BBF5CC63810EB72CE4D02E87,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109942,670100004,784,418,310,300,142,104,95,88,90,0,90,90,80,80,80,90,90,90,90,89,89,87,82,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,88,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,81,0,88,81,82,90,90,90,90,88,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,82,99,89,90,90,90,89,91,81,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,81,0
34839,2022/11/23 16:52:58,NEW_VALSET:PCHEIGHT/259734,9F336386ACA5B2CBE46E04BC59C2401D4A48AB570809A18F716C4F80171C93AB,23B61C3DDCFE647307697FD3292E66F8E7D99859E3ABF94860BB74D66BDF896F,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109952,670100004,784,418,310,300,142,104,95,88,90,0,90,90,80,80,90,90,90,90,90,89,89,87,82,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,88,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,81,0,88,81,82,90,90,90,90,88,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,82,99,89,90,90,90,89,91,81,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,81,0
34844,2022/11/23 16:53:23,NEW_VALSET:PCHEIGHT/259739,4359677ED0EE5886E251382C1601A5952EBAA8BF04CC89E56F2CB5D22C79DEDF,F8655FFDB1F1B5C42FDA9F465F3EC7BAC679455D7F634EC86D18D415E095619D,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109962,670100004,784,418,310,300,142,104,95,88,90,0,90,90,80,90,90,90,90,90,90,89,89,87,82,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,88,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,81,0,88,81,82,90,90,90,90,88,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,82,99,89,90,90,90,89,91,81,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,81,0
34848,2022/11/23 16:53:43,NEW_VALSET:PCHEIGHT/259743,CA3EF7545569D4B79BE36BB1CDE95BAC0FF2C817F4D34C42B31E0EB3292F2224,C128F63B8595B4EB8628678F4748B09A5E12C089C3E5EC9AF87C593360A25CD1,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109972,670100004,784,418,310,300,142,104,95,88,90,0,90,90,80,100,90,90,90,90,90,89,89,87,82,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,88,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,81,0,88,81,82,90,90,90,90,88,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,82,99,89,90,90,90,89,91,81,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,81,0
34852,2022/11/23 16:54:04,NEW_VALSET:PCHEIGHT/259747,28819E922CB8E7F71444BCAD94D2DAFC4479CC84448CE8D161A7ED3E0ACFE0D9,A08EE585F07C2EC2328D06FD8516EED29A46E0591E456860D44EDADEC4D772BB,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109982,670100004,784,418,310,300,142,104,95,88,90,0,90,90,90,100,90,90,90,90,90,89,89,87,82,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,88,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,81,0,88,81,82,90,90,90,90,88,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,82,99,89,90,90,90,89,91,81,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,81,0
34856,2022/11/23 16:54:24,NEW_VALSET:PCHEIGHT/259751,E97541346CFA3510747B0C0A9D76381A4A474C996515B22D12F17C14B305A6C0,EBFA0E4D25F1482FDFEB13CF418D752E045DABA4CC4CD3BB64D20246D3FB1E65,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109992,670100004,784,418,310,300,142,104,95,88,90,0,90,90,90,100,90,90,90,90,90,89,89,87,82,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,88,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,81,0,88,91,82,90,90,90,90,88,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,82,99,89,90,90,90,89,91,81,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,81,0
34857,2022/11/23 16:54:29,NEW_VALSET:PCHEIGHT/259752,F4A4DCC60C8AF168E6A385480F0D24D7590A020DE67F50FD72AEDBB7E34429E8,3D221024C796D80D43AA0E4CE20BB6CBCC7DBF8514B01B54C62107B60E6C0D93,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109910,670100004,784,418,310,300,142,104,95,88,90,0,90,90,90,100,90,90,90,90,90,89,89,87,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,88,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,81,0,88,91,82,90,90,90,90,88,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,82,99,89,90,90,90,89,91,81,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,81,0
34860,2022/11/23 16:54:44,NEW_VALSET:PCHEIGHT/259755,E98895D1ECCD973B8E461F9543A41905A82BD1B3AA9EE17468A45DD6F843BDA1,444B7DC1ED5B0A384DDBD04148254437029E16B8C3A66A26261FEC0AED5F9818,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109920,670100004,784,418,310,300,142,104,95,88,90,0,90,90,90,100,90,90,90,90,90,89,89,87,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,88,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,81,0,88,91,82,90,90,90,90,88,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,82,99,89,90,90,90,89,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,81,0
34864,2022/11/23 16:55:04,NEW_VALSET:PCHEIGHT/259759,5400220E8D95037E06165908ED4CA54CE78CCF401EFE4FCC84BF37F0601AA6F8,35F4FB194A5FBFAC1D01B4F1BCE40407DB61F70CE1595A634B144B6D592EBCC8,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109930,670100004,784,418,310,300,142,104,95,88,90,0,90,90,90,100,90,90,90,90,90,89,89,87,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,88,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,91,0,88,91,82,90,90,90,90,88,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,82,99,89,90,90,90,89,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,81,0
34868,2022/11/23 16:55:24,NEW_VALSET:PCHEIGHT/259763,E8E320513C40AD7E532C2F6AC70E5A3068BDCF8077B89F7BD51F9D2F937BC89B,D2D181F1F4164FEFAB46E019949A5DDC544F91EC77F3B98C8101A0DCA072AB41,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109940,670100004,784,418,310,300,142,104,95,88,90,0,90,90,90,100,90,90,90,90,90,89,89,87,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,88,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,91,0,88,91,82,90,90,90,90,88,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,82,99,89,90,90,90,89,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,91,0
34871,2022/11/23 16:55:40,NEW_VALSET:PCHEIGHT/259766,8E4779640191BD3FA331CEE0321A7AF1B9C90201098963BCB88684808E0028CC,C6E20693A1C48F112274D3A505E49DB38EBDF15F814AB35F13D7511F28DA7146,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109850,670100004,784,418,310,300,142,104,95,88,90,0,90,90,90,100,90,90,0,90,90,89,89,87,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,88,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,91,0,88,91,82,90,90,90,90,88,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,82,99,89,90,90,90,89,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,91,0
34872,2022/11/23 16:55:45,NEW_VALSET:PCHEIGHT/259767,D635DD297D2C61BB9EBF8D2B4BF78EED309865876410136B64B00D28B0B8D7ED,D03C9F89359E69401D0695EDD52A346017962282E4D0C5DF76D3DBC766136DA0,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109860,670100004,784,418,310,300,142,104,95,88,90,0,90,90,90,100,90,90,0,90,90,89,89,87,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,88,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,91,0,88,91,92,90,90,90,90,88,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,82,99,89,90,90,90,89,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,91,0
34876,2022/11/23 16:56:05,NEW_VALSET:PCHEIGHT/259771,8F751A6B0B5FCD8CBC291052DE476403563320936780A0F397C6DE86C517A650,81B1CDBFE383CA091AD894C5D58499A96AECBD66E7E97BC706A89A5194CBB01A,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670109870,670100004,784,418,310,300,142,104,95,88,90,0,90,90,90,100,90,90,0,90,90,89,89,87,0,90,90,90,90,90,90,90,90,90,90,90,90,100,90,90,90,100,90,88,90,90,0,90,90,100,90,90,90,90,90,100,90,90,90,91,0,88,91,92,90,90,90,90,88,0,90,100,90,90,90,90,0,90,90,90,90,90,90,90,0,0,92,99,89,90,90,90,89,91,91,90,0,0,0,0,0,0,0,0,90,0,90,0,0,90,90,90,90,91,0
