block_height,block_time,comment,validators_hash,computed_hash,proposer_address,total_vp,6A3CACEAEA586C9AF3051249D6FF34942835DF10,056EBA066FB6355FE6B81FDF375C1CDDF5BEBBC6,CA799C8A8079B5BAC07CBCF77C94CA050CB4CB80,4544EF788285E35826DB28EC62FD704554CC7156,E16AD113B8727E1AF9CA7C9195DBBA5FF6139828,CD0DA85F510345EAECB73AEED6E3C2C65AD27E53,F98B3014AF2F2A5C8852263D65A0B679FB799B8C,9901CCDA42B948EDDC835FB5C8AB06730A9C23CD,C02344F67415074C43EA1B5B2063FC996329C6E1,DC00DA048EC40BF29530626601840B18F48AC8A5,41AA5DF98BDB8A809B956A7925CF21FA905D08DD,D656D8F9C06C6F153CA1727CE3EBB05BF1567438,B5B358B6B17052E2E1A00B8ED78127FFDFF584AF,0DA35960AC73947F415949EDAF885E1A9A186370,1E3AFDD98E0E1AEB50E7E7BE7BB78B71AB9FE1BA,A3A9B9712869F224F4F1F3CB3DE5D039D6268F21,3B9916B501C53E38015676282F14E2AAF025F6C5,D4686840675436000E9B33B8A58193B9406ADDA3,103CC3FC5E90C04EE208BD0716DC889552926EF8,FC9402FF4B53B8B72624C7FB28DDE49797EF474B,671C08BB55C1C242DC5A342889CD8C0071893FF9,76D9967474B62835E703A577101D1FD35F84D36B,9C87B7B7B0E79B4BE81D72C6B68F7122BCB04EEC,9797557328079BB3D3E588DAD873F0EA6C098C10,CDA3887D2F0865E84BAC9C8241D4B5FF39591D28,65185BC275EB9232A2DFF23BEB4EAA075BDAD3CE,B4775B0FEBDFE023D6E24748BDD0B39F8366A8DD,E12D86AC279259CBB0CC1D2C5DA9FADE3FD8D24F,ADA6B3B2DE3BB2686DBEF1543C309D10D23EC2CC,66843E34B5A0CC0D4FFACE4C928D200753D4B9D3,D5D3EB2E5E2360782FAFAB7C0B3C45BFFB1587AB,3D42458DD811C921CDA2A080FB018CBBA2B91CFD,EE50044D5EE07FA2C2CC94F1A81D2B6DADC103EB,54443EF34125BDBDF74D8E1FD1EC3857160EF3CC,AA77A443F849606A4A8EB1639752068C1A2EEA5E,71F5F0A14FA5CA88122A26569B0C3A9E3C6E5CAF,7EEBC8E086DB6453F77954C44C94D6FB6F0A625E,214752CFB2CD5CB00EC625739C224AA406226D0E,55EACF6E14726E13F973903614087867404DF2CA,E1A48ED16EB660BE4F259E0E3A62B8BE56F41E36,97075D998C11771B38AAA0ACFBFDF09EED078BC9,87AD83AC8C84ABE5D8890E4DFE407F17BCD42B4E,F6EBCC201A051C2106A6F0CD95A452C843BA4F14,D02B29F69E6BFC3E241F38162E82EE4C78D8DDA9,D0639638EF73670D4813E9D034F4499667B3BE7E,361FD80BB7893C4B4104D0D7A8C931F362D170D8,1FE501A7E4CF0498BB3AB22F64D412C813F81119,DB5EF3A174014515A046E80E3164E22414123614,BACE01F066D7C3344AA194E1A1B6FBF6FE8EBE1C,BE4D9D67579D9E9ECFD32B39AB2EAF988FA7A956,C759989AB500EDF629C4CED1267CA30F660E4024,42890EEA7E9B02890605135356D90B6433A47749,CC05882978FC5FDD6A7721687E14C0299AE004B8,305013CCA69866DA942265649D56B57D4F2545CC,7B0DE97C082AE7911928004FE8B145AA1FF56038,C43B466D9C3A60859B66A48E0B54C662BC701FB5,8C7E66C0416A002CFCF1A99F88F33FCC8F599944,59CC9F852235473DF57BCEF37C60F3A29DB36811,1501A996ED5577FC65D57F92ACC8E15CE6B7DFAD,87D9AEADEB9E7EA51FBAB0FD07FC5BEDCF7AD384,52EA1C24DA94C67A8FED7C46E18A1CFC476D5717,F29C3DB00F73F75D84B7DFDC7787BF78A91C6A81,003E6F7A2FD88BAA3E2117945671FE0D994E171D,4D6E16E3F7D89E8D839F716893D6A1F81C9F956D,7A6A631756F2B240CBDFA81DF654DABA599C0F33,0385B199514F483871B7B801A923BF53977B2916,C96B7A46D3E26FADD6B8B9393D2EE0318AFBA7EE,B59B63331FD2120C89BF2E7DD657E7F9AA090A1D,0B8F81F6A82C6B3708D6192C2AD1B53209E04F6C,6D9D14A2729BA5F02AF203ABAFD5CE8284DD2670,9B54909B390DDDE5EC01413630450C9044EF8E2E,7E060283BE404E1E80CE738DDCC6C12F9EDE0113,292B3711E4423C2F47B7BE58BF72EF2BD0770CF0,E63597E3F46F3A8C82379A72D37FD7D280E832FA,24FB157F1CBAE56079359C2612FE67712CE96426,A2E373DC0894BC0CD0F5C7A8ECF22F1F9E8F5579,16625311355C4993FDA69D218875CAEB783F66D5,03EABFB8409C4F62A732A3D728ACAA2E13403F50,52479C885E73D2F570D47E5F0433785051350DD1,D9448D1A507A0F792C25F4FEAE01DDBC4748CA82,A1B94806551D25A8B9C4B550EBEC1E9B19611A35,98051EE9D111826D0A03BBDD0334C7C246FC4636,95E3F1574DDB503F0380D98A976E0CF8469B874F,5BED074FAD72B341DE26B43628F2FE0917AC1D63,79FA40E44DECB3893E3646B58AA13C7FE898BE91,5A22861F57F12829B68A022FB805685A4E5850C3,FDE7B9EDA5E8D918BA04235FA304AA3CE82C04C1,96884BE29D4D231AFB90D034748286D51A6BE943,7A74EB2298B26CC9F30C1C682A5C0DE209EE3687,35D295C1BA718DA91BFE341AC3DE09B7966921C9,57D2C0F208DE8B603DA6C9B75CD95C32597BE348,23D4A4484D4D868427369088C4D0A2E56DAAF465,74E05D7EAFA7BBEA4B22A2AFFBB1CA6F97470B35,5DEFF454EB30618FA2B978D9FF1C8B523311F1D1,87E92A42607017088F85061E20727BE3CFF61999,8A73C4B75E360FF191B844A61B8845A0AD65D208,8F7B51C1E8520E0BFA894ED83213E45DEB10E156,60DFD976E9B748B1E1F06FD7B6809A370BD3A302,E77FE2A0D7784F9CE575D35F09FBB33BB05CC9EB,E2CDB3113C0392603810E16929C86C013A46F540,DDF94D41B15E7A77122259D83B2BDCF474540337,3558238D72FAC0A40B276D8F238CDF28BE16B4AA,F7DF9EF920DFBCDCA1F382151685A69500BAF630,9B2D81FF1268365847546044CBAD688382D6B664,F54306AE4536A8818B3BCB46D156403FCE944650,0E311E3634B0F6F5959F9394577233D6882625D0,7B24FEE1E6153D765DD696B7DC3588A38A6DF57D,61DDA93355D0ED14AD0F01DF9657F1D922FD8A08,3CC44C72DFD38D8538F1AC2443E540CCA730261C,874FBE7FC240F1F43FA54F82F94017D55BA9A4DF,B45362A682176E95B35B2084405D4F50A77F9CCA,FD9B65D22E19A8A6D34E02491CCDA7F4D0C48BC5,92E7331517D289430B70AB407BF9FA797403A470,93F3ACB2D3DD657C069E80405D37CEFCE5DEB2AC,8951CFD2B94DE0CF7BFF747C367F85095B83EB28,6B1CC4FF7E65DDAEA347F0DBA0DE8911139D3241,279009E814C0F2CE0B21E565512DBF4DCE9923C3,6406B7B10A978323E679E226F0D3546E0470B864,BF4F4707754A93FC8B10B4CA1DF98A043B776ADF,F649FD83C9557B080DBA654B506634F8AD87555F,1221F0F28823F9D5239F0B2CB9575944AA23E61A,616BA35C85E60F6C7F5AE9E5FD0843378D130F8E,C56B6EDB0F598797F625C717A740658CFDE49F86,7149CA24B79EE0E073B9ED04C232A9E9753FBAC9,5DEF681F8F155ACB4939294C20DF4FF00E8680B4
175269,2022/11/18 17:45:46,NEW_VALSET,9F28E98998845AC53F2877718CACECA17D29623D1310DBD0D1B013DE0F2551CE,F8ED3FA648DF8FC6ABFAF60501580415897D73291EE3E61D9A7DB3DBE72C263F,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107244,670100004,60,60,60,0,60,55,418,60,70,60,0,113,784,60,300,60,60,60,84,60,60,60,0,60,60,60,60,0,60,60,60,54,59,60,60,77,60,53,60,60,60,60,60,60,60,0,0,60,54,60,60,60,60,59,60,60,60,60,0,60,310,60,60,60,60,0,60,60,60,0,52,60,56,0,60,60,60,60,60,60,60,60,60,60,60,54,60,60,68,52,0,0,60,0,60,60,60,56,60,60,60,54,97,60,60,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175305,2022/11/18 17:48:48,NEW_VALSET,18547F31335C7E6D1BB413EC5546C1F3938ECFF34C4B6FCADB76EDC8C340FB2D,097320B16FA76D2EEC16871B98850B22001FCBE04F8E000139EE75F70AD5CB02,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107246,670100004,60,60,60,0,60,55,418,60,70,60,0,113,784,60,300,60,60,60,84,60,60,60,0,60,60,60,60,0,60,60,60,54,59,60,60,77,60,53,60,60,60,60,60,60,60,0,0,60,56,60,60,60,60,59,60,60,60,60,0,60,310,60,60,60,60,0,60,60,60,0,52,60,56,0,60,60,60,60,60,60,60,60,60,60,60,54,60,60,68,52,0,0,60,0,60,60,60,56,60,60,60,54,97,60,60,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175341,2022/11/18 17:51:49,NEW_VALSET,C562D52F693238F6004B40AA6203CCFE8510EFA6EA69A8FA838B4396DAF6CDE1,1FE00C0B5596FE7BD1198C606588FC055A779AAFF694A2CE028EF35DE73AFB61,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107250,670100004,60,60,60,0,60,55,418,60,70,60,0,113,784,60,300,60,60,60,84,60,60,60,0,60,60,60,60,0,60,60,60,54,59,60,60,77,60,53,60,60,60,60,60,60,60,0,0,60,60,60,60,60,60,59,60,60,60,60,0,60,310,60,60,60,60,0,60,60,60,0,52,60,56,0,60,60,60,60,60,60,60,60,60,60,60,54,60,60,68,52,0,0,60,0,60,60,60,56,60,60,60,54,97,60,60,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175413,2022/11/18 17:57:52,NEW_VALSET,731767E0DCBB9C579D37A80D1FAD9CCE3AD465BD04ABF188969E36FFFF9C9242,629796DC40825197C3D0ECEF1530FFDA43AA95A099C137F6D6CC3F6DE7B08C33,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107251,670100004,60,60,60,0,60,55,418,60,70,60,0,113,784,60,300,60,60,60,84,60,60,60,0,60,60,60,60,0,60,60,60,54,59,60,60,77,60,53,60,60,60,60,60,60,60,0,0,60,60,60,60,60,60,59,60,60,60,60,0,60,310,60,60,60,60,0,60,60,60,0,53,60,56,0,60,60,60,60,60,60,60,60,60,60,60,54,60,60,68,52,0,0,60,0,60,60,60,56,60,60,60,54,97,60,60,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175439,2022/11/18 18:00:03,NEW_VALSET,0B8F48A6F0DC207E5DBCE6795C0920B211B78E97BD28CC460DE0F711D68D6DEA,D9FD065B47E1DC638C71334B2A149CBE1823CBF36D3975047647AAD31A224CF4,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107310,670100004,60,60,60,0,60,55,418,60,70,60,0,113,784,60,300,60,60,60,84,60,60,60,59,60,60,60,60,0,60,60,60,54,59,60,60,77,60,53,60,60,60,60,60,60,60,0,0,60,60,60,60,60,60,59,60,60,60,60,0,60,310,60,60,60,60,0,60,60,60,0,53,60,56,0,60,60,60,60,60,60,60,60,60,60,60,54,60,60,68,52,0,0,60,0,60,60,60,56,60,60,60,54,97,60,60,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175449,2022/11/18 18:00:54,NEW_VALSET,445D69E6444A09DA10388176CBF9931E1FE1FCB8FBF763FE1C0A752D935CC907,EF78BA813C9A68C85C8F7325422809FE67F7E167DBFB7BED10AACAEEEACE81F8,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107311,670100004,60,60,60,0,60,55,418,60,70,60,0,113,784,60,300,60,60,60,84,60,60,60,59,60,60,60,60,0,60,60,60,54,59,60,60,77,60,53,60,60,60,60,60,60,60,0,0,60,60,60,60,60,60,59,60,60,60,60,0,60,310,60,60,60,60,0,60,60,60,0,54,60,56,0,60,60,60,60,60,60,60,60,60,60,60,54,60,60,68,52,0,0,60,0,60,60,60,56,60,60,60,54,97,60,60,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175485,2022/11/18 18:03:56,NEW_VALSET,815A8D5E9A36B5282008DE45D4E22907900C2420BB9D26437AAD201A9DEC23C7,ABFF738A4BECBF098DEC7E9B8EBA9819035F2D43BB9E94637F701C11BEB57309,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107313,670100004,60,60,60,0,60,55,418,60,70,60,0,113,784,60,300,60,60,60,84,60,60,60,59,60,60,60,60,0,60,60,60,54,59,60,60,77,60,53,60,60,60,60,60,60,60,0,0,60,60,60,60,60,60,59,60,60,60,60,0,60,310,60,60,60,60,0,60,60,60,0,56,60,56,0,60,60,60,60,60,60,60,60,60,60,60,54,60,60,68,52,0,0,60,0,60,60,60,56,60,60,60,54,97,60,60,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175521,2022/11/18 18:06:57,NEW_VALSET,64E3DDB631A8631C23AFC88CBD53AE9D9FF77896706883D3E2EDDA1F05051DA6,4D920793E0448814BE0813DE23F0D2B9DA9BCCEAD6D783D3EBC5178B400AAF50,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107317,670100004,60,60,60,0,60,55,418,60,70,60,0,113,784,60,300,60,60,60,84,60,60,60,59,60,60,60,60,0,60,60,60,54,59,60,60,77,60,53,60,60,60,60,60,60,60,0,0,60,60,60,60,60,60,59,60,60,60,60,0,60,310,60,60,60,60,0,60,60,60,0,60,60,56,0,60,60,60,60,60,60,60,60,60,60,60,54,60,60,68,52,0,0,60,0,60,60,60,56,60,60,60,54,97,60,60,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175523,2022/11/18 18:07:07,NEW_VALSET,5FB4757FD8232D1E1EC843726C650E868EDCDC61081A1B9C9CDA4A509091E2A0,42583DFE985E33B9C3EE29CAA3C986A46302AD4E5646632DFB352B0E321D6AE7,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107318,670100004,60,60,60,0,60,55,418,60,70,60,0,113,784,60,300,60,60,60,84,60,60,60,59,60,60,60,60,0,60,60,60,54,59,60,60,77,60,53,60,60,60,60,60,60,60,0,0,60,60,60,60,60,60,59,60,60,60,60,0,60,310,60,60,60,60,0,60,60,60,0,60,60,56,0,60,60,60,60,60,60,60,60,60,60,60,54,60,60,68,52,0,0,60,0,60,60,60,56,60,60,60,54,97,60,60,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175593,2022/11/18 18:13:01,NEW_VALSET,A2160D706C4152DF62DCA304CFDC984B24E6975B191F4B03103CA507E5973488,5B6D8A6C45E88D610DDE4638662892F4083B4255DD356BFB0692935614E0B35C,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107370,670100004,60,60,60,0,60,55,418,60,70,60,0,113,784,60,300,60,60,60,84,60,60,60,59,60,60,60,60,0,60,60,60,54,59,60,60,77,60,53,60,60,60,60,60,60,60,0,0,60,60,60,60,60,60,59,60,60,60,60,0,60,310,60,60,60,60,0,60,60,60,0,60,60,56,0,60,60,60,60,60,60,60,60,60,60,60,54,60,60,68,52,0,0,60,0,60,60,60,56,60,60,60,54,97,60,60,61,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175629,2022/11/18 18:16:02,NEW_VALSET,159E1690FAF19EB8B8D3713860F5FA7925DEBA4AA72110560737099F34F94972,8841ED351FEF9073D5CA952D3DD61A6E99949BB39D0530F4E082294E351F41A8,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107371,670100004,60,60,60,0,60,55,418,60,70,60,0,113,784,60,300,60,60,60,84,60,60,60,59,60,60,60,60,0,60,60,60,54,59,60,60,77,60,53,60,60,60,60,60,60,60,0,0,60,60,60,60,60,60,59,60,60,60,60,0,60,310,60,60,60,60,0,60,60,60,0,60,60,56,0,60,60,60,60,60,60,60,60,60,60,60,54,60,60,68,52,0,0,60,0,60,60,60,56,60,60,60,54,97,60,60,61,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175665,2022/11/18 18:19:04,NEW_VALSET,6F4D2E372298C362538B190E5DF3E96AF284F2AC42D894F29F4E0D46ED9D41B0,674BB657310D6B9551101DD52CAEF57AE22A841ACF56935415B5C0A1DAA2D3B9,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107373,670100004,60,60,60,0,60,55,418,60,70,60,0,113,784,60,300,60,60,60,84,60,60,60,59,60,60,60,60,0,60,60,60,54,59,60,60,77,60,53,60,60,60,60,60,60,60,0,0,60,60,60,60,60,60,59,60,60,60,60,0,60,310,60,60,60,60,0,60,60,60,0,60,60,56,0,60,60,60,60,60,60,60,60,60,60,60,54,60,60,68,52,0,0,60,0,60,60,60,56,60,60,60,54,97,60,60,61,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175701,2022/11/18 18:22:05,NEW_VALSET,518734DB2C65A5CF823AF29D927CB1197DA7C9CE2D4C054FE2819A83D6E953EB,7E14E6D21B4217DA4CEB8818ABA8A9781D7C97F1947C02482630C7B67547A510,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107377,670100004,60,60,60,0,60,55,418,60,70,60,0,113,784,60,300,60,60,60,84,60,60,60,59,60,60,60,60,0,60,60,60,54,59,60,60,77,60,53,60,60,60,60,60,60,60,0,0,60,60,60,60,60,60,59,60,60,60,60,0,60,310,60,60,60,60,0,60,60,60,0,60,60,56,0,60,60,60,60,60,60,60,60,60,60,60,54,60,60,68,52,0,0,60,0,60,60,60,56,60,60,60,54,97,60,60,61,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175773,2022/11/18 18:28:09,NEW_VALSET,1C6385E0C6DA828E7458B280DFD178530FF3DDF40DB456E17833991BCB41C5E2,20E9BB7276A375FD73671467AF4DC08B5FFB71E1DA013E3F76DD3101E68C2EC4,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107379,670100004,60,60,60,0,60,55,418,60,70,60,0,113,784,60,300,60,60,60,84,60,60,60,59,60,60,60,60,0,60,60,60,54,59,60,60,77,60,53,60,60,60,60,60,60,60,0,0,60,60,60,60,60,60,59,60,60,60,60,0,60,310,60,60,60,60,0,60,60,60,0,60,60,56,0,60,60,60,60,60,60,60,60,60,60,60,54,60,60,68,54,0,0,60,0,60,60,60,56,60,60,60,54,97,60,60,61,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175809,2022/11/18 18:31:10,NEW_VALSET,9BB7AEA3EE71F515BB3D465ACEBC7DFE9116E1423610F0C5DE7B73FECE4B7177,08A1011A6B36C3C9E19545FE520A8AC1231F69B4889C4BA76E3269A2058F4880,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107381,670100004,60,60,60,0,60,55,418,60,70,60,0,113,784,60,300,60,60,60,84,60,60,60,59,60,60,60,60,0,60,60,60,54,59,60,60,77,60,53,60,60,60,60,60,60,60,0,0,60,60,60,60,60,60,59,60,60,60,60,0,60,310,60,60,60,60,0,60,60,60,0,60,60,56,0,60,60,60,60,60,60,60,60,60,60,60,54,60,60,68,56,0,0,60,0,60,60,60,56,60,60,60,54,97,60,60,61,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175845,2022/11/18 18:34:12,NEW_VALSET,DE6CB600E166B95AFCE38C506D4731DA92CE895FE84BDB36B37B03820A56CA4A,ED030DBCCF4329F07FADE9C967C07C507FDF97C78179626266C71528A67CEFFC,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107385,670100004,60,60,60,0,60,55,418,60,70,60,0,113,784,60,300,60,60,60,84,60,60,60,59,60,60,60,60,0,60,60,60,54,59,60,60,77,60,53,60,60,60,60,60,60,60,0,0,60,60,60,60,60,60,59,60,60,60,60,0,60,310,60,60,60,60,0,60,60,60,0,60,60,56,0,60,60,60,60,60,60,60,60,60,60,60,54,60,60,68,60,0,0,60,0,60,60,60,56,60,60,60,54,97,60,60,61,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175917,2022/11/18 18:40:15,NEW_VALSET,ECD9C4F35BCB7F747286B30158E55F2F9C15750656F6C2495119852B3098D416,4A0B017577E70BC2E513926ECD582CD832D17216817AE234D9F140350F43D1C5,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107387,670100004,60,60,60,0,60,55,418,60,70,60,0,113,784,60,300,60,60,60,84,60,60,60,59,60,60,60,60,0,60,60,60,54,59,60,60,77,60,55,60,60,60,60,60,60,60,0,0,60,60,60,60,60,60,59,60,60,60,60,0,60,310,60,60,60,60,0,60,60,60,0,60,60,56,0,60,60,60,60,60,60,60,60,60,60,60,54,60,60,68,60,0,0,60,0,60,60,60,56,60,60,60,54,97,60,60,61,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175953,2022/11/18 18:43:17,NEW_VALSET,397AA8B5D40918F203E2D2D3E06560FDC6A3A47AE7062C1216C356DBD0A4475A,C9C6FA65B99231D06D449833FC07E42F565CAB1AAB945824B22A6AA9A05AA208,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107389,670100004,60,60,60,0,60,55,418,60,70,60,0,113,784,60,300,60,60,60,84,60,60,60,59,60,60,60,60,0,60,60,60,54,59,60,60,77,60,57,60,60,60,60,60,60,60,0,0,60,60,60,60,60,60,59,60,60,60,60,0,60,310,60,60,60,60,0,60,60,60,0,60,60,56,0,60,60,60,60,60,60,60,60,60,60,60,54,60,60,68,60,0,0,60,0,60,60,60,56,60,60,60,54,97,60,60,61,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175965,2022/11/18 18:44:17,NEW_VALSET,8572EFB51867B9696D836903C4B50762ADCF2C1BA947621BC21EFFAA73E16DD1,DFDCBF755AF3B6EE0D5734DDA444E5E0E092B3F0ED8C65641C124BC163C6FCB4,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107329,670100004,60,60,0,0,60,55,418,60,70,60,0,113,784,60,300,60,60,60,84,60,60,60,59,60,60,60,60,0,60,60,60,54,59,60,60,77,60,57,60,60,60,60,60,60,60,0,0,60,60,60,60,60,60,59,60,60,60,60,0,60,310,60,60,60,60,0,60,60,60,0,60,60,56,0,60,60,60,60,60,60,60,60,60,60,60,54,60,60,68,60,0,0,60,0,60,60,60,56,60,60,60,54,97,60,60,61,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175989,2022/11/18 18:46:18,NEW_VALSET,936C9C078C8774022544F7D6FE263198693026F770BD920CE6FE1FFB528F651B,421245A2850B4DD7B696A5B18059AD178A7FEFD8F11751F79F91068A688FFF40,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107332,670100004,60,60,0,0,60,55,418,60,70,60,0,113,784,60,300,60,60,60,84,60,60,60,59,60,60,60,60,0,60,60,60,54,59,60,60,77,60,60,60,60,60,60,60,60,60,0,0,60,60,60,60,60,60,59,60,60,60,60,0,60,310,60,60,60,60,0,60,60,60,0,60,60,56,0,60,60,60,60,60,60,60,60,60,60,60,54,60,60,68,60,0,0,60,0,60,60,60,56,60,60,60,54,97,60,60,61,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176061,2022/11/18 18:52:22,NEW_VALSET,B7024034EFAE0BBAF7EBE6557C55A080E4EAE9F1956796479F11EA2EBD3ABE30,456C5F273B5BDAA692AEB245082F55AB35A83FA2280F3D8582B495D98AA12759,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107333,670100004,60,60,0,0,60,55,418,60,70,60,0,113,784,60,300,60,60,60,84,60,60,60,59,60,60,60,60,0,60,60,60,54,59,60,60,77,60,60,60,60,60,60,60,60,60,0,0,60,60,60,60,60,60,59,60,60,60,60,0,60,310,60,60,60,60,0,60,60,60,0,60,60,56,0,60,60,60,60,60,60,60,60,60,60,60,55,60,60,68,60,0,0,60,0,60,60,60,56,60,60,60,54,97,60,60,61,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176097,2022/11/18 18:55:23,NEW_VALSET,F8FA047F8B507B6EF79A84AD879985F0DB8C2B277E8C3D73DA159D8E632A4CE5,3AF42EEB66BAA44EE6F8618D71A3854D32F7A225A92384F7A4A25E4EAF471469,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107334,670100004,60,60,0,0,60,55,418,60,70,60,0,113,784,60,300,60,60,60,84,60,60,60,59,60,60,60,60,0,60,60,60,54,59,60,60,77,60,60,60,60,60,60,60,60,60,0,0,60,60,60,60,60,60,59,60,60,60,60,0,60,310,60,60,60,60,0,60,60,60,0,60,60,56,0,60,60,60,60,60,60,60,60,60,60,60,56,60,60,68,60,0,0,60,0,60,60,60,56,60,60,60,54,97,60,60,61,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176130,2022/11/18 18:58:10,NEW_VALSET,E88E02F41200AFE9C103F1F46710471C3486ACC93D1644565DECCB682B53A291,048ED12B1520FAC24F9D076B3E740A15060E33CCFA850B65BC7019EA815708CD,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107393,670100004,60,60,59,0,60,55,418,60,70,60,0,113,784,60,300,60,60,60,84,60,60,60,59,60,60,60,60,0,60,60,60,54,59,60,60,77,60,60,60,60,60,60,60,60,60,0,0,60,60,60,60,60,60,59,60,60,60,60,0,60,310,60,60,60,60,0,60,60,60,0,60,60,56,0,60,60,60,60,60,60,60,60,60,60,60,56,60,60,68,60,0,0,60,0,60,60,60,56,60,60,60,54,97,60,60,61,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176133,2022/11/18 18:58:25,NEW_VALSET,B19720A5A5C028480942557208B25607E8745D1399F2CF4ECADCD0DD7793210B,B35B7E7CB32AE5C10EBF9CA65FF4C15021E3D26AE16DB7D46EEA74EA8B395113,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107394,670100004,60,60,59,0,60,55,418,60,70,60,0,113,784,60,300,60,60,60,84,60,60,60,59,60,60,60,60,0,60,60,60,54,59,60,60,77,60,60,60,60,60,60,60,60,60,0,0,60,60,60,60,60,60,59,60,60,60,60,0,60,310,60,60,60,60,0,60,60,60,0,60,60,56,0,60,60,60,60,60,60,60,60,60,60,60,57,60,60,68,60,0,0,60,0,60,60,60,56,60,60,60,54,97,60,60,61,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176169,2022/11/18 19:01:26,NEW_VALSET,DA727F68B32B41A410F595C55DFA3F7AD5E5A6119667E39CCD315DC8892A2DC1,C04C3F6153B7A409D1D1B79C341F9DC22B110AD2F29E9F018FF38CD18CF55E1C,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107397,670100004,60,60,59,0,60,55,418,60,70,60,0,113,784,60,300,60,60,60,84,60,60,60,59,60,60,60,60,0,60,60,60,54,59,60,60,77,60,60,60,60,60,60,60,60,60,0,0,60,60,60,60,60,60,59,60,60,60,60,0,60,310,60,60,60,60,0,60,60,60,0,60,60,56,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,68,60,0,0,60,0,60,60,60,56,60,60,60,54,97,60,60,61,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176241,2022/11/18 19:07:30,NEW_VALSET,6CE2F31A14C7596206A48C81DDE4B5E5A31F66B18854F45A99D62CC8F297AF2C,D85FE91B319B81545D700E4B06C8C8245C91759357AAEBCC10A8582118AEF8BA,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670107398,670100004,60,60,59,0,60,55,418,60,70,60,0,113,784,60,300,60,60,60,84,60,60,60,59,60,60,60,60,0,60,60,60,54,59,60,60,77,60,60,60,60,60,60,60,60,60,0,0,60,60,60,60,60,60,59,60,60,60,60,0,60,310,60,60,60,60,0,60,60,60,0,60,60,56,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,68,60,0,0,60,0,60,60,60,56,60,60,60,55,97,60,60,61,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
