block_height,block_time,comment,validators_hash,computed_hash,proposer_address,total_vp,6A3CACEAEA586C9AF3051249D6FF34942835DF10,0DA35960AC73947F415949EDAF885E1A9A186370,9901CCDA42B948EDDC835FB5C8AB06730A9C23CD,F29C3DB00F73F75D84B7DFDC7787BF78A91C6A81,A3A9B9712869F224F4F1F3CB3DE5D039D6268F21,B5B358B6B17052E2E1A00B8ED78127FFDFF584AF,CD0DA85F510345EAECB73AEED6E3C2C65AD27E53,24FB157F1CBAE56079359C2612FE67712CE96426,54443EF34125BDBDF74D8E1FD1EC3857160EF3CC,103CC3FC5E90C04EE208BD0716DC889552926EF8,F98B3014AF2F2A5C8852263D65A0B679FB799B8C,1501A996ED5577FC65D57F92ACC8E15CE6B7DFAD,3B9916B501C53E38015676282F14E2AAF025F6C5,8A73C4B75E360FF191B844A61B8845A0AD65D208,52479C885E73D2F570D47E5F0433785051350DD1,FC9402FF4B53B8B72624C7FB28DDE49797EF474B,D5D3EB2E5E2360782FAFAB7C0B3C45BFFB1587AB,95E3F1574DDB503F0380D98A976E0CF8469B874F,003E6F7A2FD88BAA3E2117945671FE0D994E171D,0385B199514F483871B7B801A923BF53977B2916,03EABFB8409C4F62A732A3D728ACAA2E13403F50,056EBA066FB6355FE6B81FDF375C1CDDF5BEBBC6,0B8F81F6A82C6B3708D6192C2AD1B53209E04F6C,16625311355C4993FDA69D218875CAEB783F66D5,1E3AFDD98E0E1AEB50E7E7BE7BB78B71AB9FE1BA,1FE501A7E4CF0498BB3AB22F64D412C813F81119,292B3711E4423C2F47B7BE58BF72EF2BD0770CF0,305013CCA69866DA942265649D56B57D4F2545CC,361FD80BB7893C4B4104D0D7A8C931F362D170D8,3D42458DD811C921CDA2A080FB018CBBA2B91CFD,41AA5DF98BDB8A809B956A7925CF21FA905D08DD,42890EEA7E9B02890605135356D90B6433A47749,4544EF788285E35826DB28EC62FD704554CC7156,4D6E16E3F7D89E8D839F716893D6A1F81C9F956D,52EA1C24DA94C67A8FED7C46E18A1CFC476D5717,55EACF6E14726E13F973903614087867404DF2CA,59CC9F852235473DF57BCEF37C60F3A29DB36811,5BED074FAD72B341DE26B43628F2FE0917AC1D63,65185BC275EB9232A2DFF23BEB4EAA075BDAD3CE,66843E34B5A0CC0D4FFACE4C928D200753D4B9D3,671C08BB55C1C242DC5A342889CD8C0071893FF9,6D9D14A2729BA5F02AF203ABAFD5CE8284DD2670,71F5F0A14FA5CA88122A26569B0C3A9E3C6E5CAF,74E05D7EAFA7BBEA4B22A2AFFBB1CA6F97470B35,76D9967474B62835E703A577101D1FD35F84D36B,79FA40E44DECB3893E3646B58AA13C7FE898BE91,7A6A631756F2B240CBDFA81DF654DABA599C0F33,7B0DE97C082AE7911928004FE8B145AA1FF56038,7E060283BE404E1E80CE738DDCC6C12F9EDE0113,7EEBC8E086DB6453F77954C44C94D6FB6F0A625E,87AD83AC8C84ABE5D8890E4DFE407F17BCD42B4E,87E92A42607017088F85061E20727BE3CFF61999,8C7E66C0416A002CFCF1A99F88F33FCC8F599944,8F7B51C1E8520E0BFA894ED83213E45DEB10E156,96884BE29D4D231AFB90D034748286D51A6BE943,97075D998C11771B38AAA0ACFBFDF09EED078BC9,9797557328079BB3D3E588DAD873F0EA6C098C10,98051EE9D111826D0A03BBDD0334C7C246FC4636,9C87B7B7B0E79B4BE81D72C6B68F7122BCB04EEC,A1B94806551D25A8B9C4B550EBEC1E9B19611A35,A2E373DC0894BC0CD0F5C7A8ECF22F1F9E8F5579,AA77A443F849606A4A8EB1639752068C1A2EEA5E,B59B63331FD2120C89BF2E7DD657E7F9AA090A1D,C43B466D9C3A60859B66A48E0B54C662BC701FB5,C759989AB500EDF629C4CED1267CA30F660E4024,C96B7A46D3E26FADD6B8B9393D2EE0318AFBA7EE,CA799C8A8079B5BAC07CBCF77C94CA050CB4CB80,CC05882978FC5FDD6A7721687E14C0299AE004B8,CDA3887D2F0865E84BAC9C8241D4B5FF39591D28,D02B29F69E6BFC3E241F38162E82EE4C78D8DDA9,D0639638EF73670D4813E9D034F4499667B3BE7E,D4686840675436000E9B33B8A58193B9406ADDA3,D656D8F9C06C6F153CA1727CE3EBB05BF1567438,D9448D1A507A0F792C25F4FEAE01DDBC4748CA82,DB5EF3A174014515A046E80E3164E22414123614,DC00DA048EC40BF29530626601840B18F48AC8A5,E12D86AC279259CBB0CC1D2C5DA9FADE3FD8D24F,E1A48ED16EB660BE4F259E0E3A62B8BE56F41E36,E63597E3F46F3A8C82379A72D37FD7D280E832FA,EE50044D5EE07FA2C2CC94F1A81D2B6DADC103EB,F6EBCC201A051C2106A6F0CD95A452C843BA4F14,214752CFB2CD5CB00EC625739C224AA406226D0E,23D4A4484D4D868427369088C4D0A2E56DAAF465,57D2C0F208DE8B603DA6C9B75CD95C32597BE348,5DEFF454EB30618FA2B978D9FF1C8B523311F1D1,7A74EB2298B26CC9F30C1C682A5C0DE209EE3687,FDE7B9EDA5E8D918BA04235FA304AA3CE82C04C1,35D295C1BA718DA91BFE341AC3DE09B7966921C9,5A22861F57F12829B68A022FB805685A4E5850C3,9B54909B390DDDE5EC01413630450C9044EF8E2E,ADA6B3B2DE3BB2686DBEF1543C309D10D23EC2CC,B4775B0FEBDFE023D6E24748BDD0B39F8366A8DD,BACE01F066D7C3344AA194E1A1B6FBF6FE8EBE1C,BE4D9D67579D9E9ECFD32B39AB2EAF988FA7A956,C02344F67415074C43EA1B5B2063FC996329C6E1,60DFD976E9B748B1E1F06FD7B6809A370BD3A302,E77FE2A0D7784F9CE575D35F09FBB33BB05CC9EB,E2CDB3113C0392603810E16929C86C013A46F540,DDF94D41B15E7A77122259D83B2BDCF474540337,3558238D72FAC0A40B276D8F238CDF28BE16B4AA,F7DF9EF920DFBCDCA1F382151685A69500BAF630,9B2D81FF1268365847546044CBAD688382D6B664,F54306AE4536A8818B3BCB46D156403FCE944650,0E311E3634B0F6F5959F9394577233D6882625D0,7B24FEE1E6153D765DD696B7DC3588A38A6DF57D,61DDA93355D0ED14AD0F01DF9657F1D922FD8A08,3CC44C72DFD38D8538F1AC2443E540CCA730261C,874FBE7FC240F1F43FA54F82F94017D55BA9A4DF,B45362A682176E95B35B2084405D4F50A77F9CCA,FD9B65D22E19A8A6D34E02491CCDA7F4D0C48BC5,92E7331517D289430B70AB407BF9FA797403A470,93F3ACB2D3DD657C069E80405D37CEFCE5DEB2AC
133318,2022/11/16 06:44:55,VSC_UPDATE,5ECC4E4610371AD97B7D5EE7F467717C875A7D0692CDE9EE06C4CA429065E419,3C79A656211BB0FF2AB687A7DCB91824DC6F85A0B3B5E04298EBB8A51B5EDD02,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104678,670100004,784,0,310,300,103,40,0,50,40,40,30,30,40,30,45,36,40,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,39,30,37,40,40,40,31,40,40,40,40,40,40,40,40,40,0,40,40,40,40,40,40,40,0,40,40,40,40,0,0,40,40,40,40,40,40,0,40,40,40,40,40,40,0,39,40,0,40,40,40,40,30,30,0,40,40,40,40,40,40,40,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0
133354,2022/11/16 06:47:57,VSC_UPDATE,D584C9C63E67EFA6B1F1A6039263DDC1179EE85DB558163CEFEFE23892473D0D,46E7B4119BE2737E870ECFA9A37C12EC2684CD421FC54C4A17077A495F8FC1CA,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104681,670100004,784,0,310,300,103,40,0,50,40,40,30,30,40,30,45,36,40,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,39,30,40,40,40,40,31,40,40,40,40,40,40,40,40,40,0,40,40,40,40,40,40,40,0,40,40,40,40,0,0,40,40,40,40,40,40,0,40,40,40,40,40,40,0,39,40,0,40,40,40,40,30,30,0,40,40,40,40,40,40,40,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0
133426,2022/11/16 06:54:00,VSC_UPDATE,1149D63338F919B290E5AA433738977011E0787FFDAEFD4D5D93FB57D68305A6,4A61CB70C7AE21084AF673BC8BAA71E7C8C57033A702FBF3F9372431F2CBAAF2,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104682,670100004,784,0,310,300,103,40,0,50,40,40,30,30,40,30,45,36,40,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,39,30,40,40,40,40,31,40,40,40,40,40,40,40,40,40,0,40,40,40,40,40,40,40,0,40,40,40,40,0,0,40,40,40,40,40,40,0,40,40,40,40,40,40,0,39,40,0,40,40,40,40,30,31,0,40,40,40,40,40,40,40,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0
133462,2022/11/16 06:57:02,VSC_UPDATE,7049110032D6B6F95A1D570D17EF6C573C23F526512BF09BD19A147FD3B287E3,4BF0CBC1E73579E24C56AEA7F682BCA3099D4CB3E31B821F5C04D502D219E62D,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104688,670100004,784,0,310,300,103,40,0,50,40,40,30,30,40,30,45,36,40,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,39,30,40,40,40,40,31,40,40,40,40,40,40,40,40,40,0,40,40,40,40,40,40,40,0,40,40,40,40,0,0,40,40,40,40,40,40,0,40,40,40,40,40,40,0,39,40,0,40,40,40,40,30,37,0,40,40,40,40,40,40,40,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0
133498,2022/11/16 07:00:03,VSC_UPDATE,3768A5194F4586FB94806EA41889070F57A1B1719A23C79AC3840377E857F2F0,682D6E615708C870E21A1EFF21CEF22FD4CE7B4C3F5340CBB208D28793BB9D43,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104691,670100004,784,0,310,300,103,40,0,50,40,40,30,30,40,30,45,36,40,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,39,30,40,40,40,40,31,40,40,40,40,40,40,40,40,40,0,40,40,40,40,40,40,40,0,40,40,40,40,0,0,40,40,40,40,40,40,0,40,40,40,40,40,40,0,39,40,0,40,40,40,40,30,40,0,40,40,40,40,40,40,40,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0
133570,2022/11/16 07:06:07,VSC_UPDATE,4699431CD03E674AF9814A327C894DD959110397BBDE7E952A5AFCFDF0DEADC6,16B6981E32D728F043DBBB8CDC88F1B4F8CA797EC9D0C7452934AFE66F8265A8,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104692,670100004,784,0,310,300,103,40,0,50,40,40,30,30,40,30,45,36,40,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,39,31,40,40,40,40,31,40,40,40,40,40,40,40,40,40,0,40,40,40,40,40,40,40,0,40,40,40,40,0,0,40,40,40,40,40,40,0,40,40,40,40,40,40,0,39,40,0,40,40,40,40,30,40,0,40,40,40,40,40,40,40,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0
133606,2022/11/16 07:09:08,VSC_UPDATE,2E6AFF77A53BBA5D33A9659B9921C2093E9ACAFB5788C94464D9F855156A834D,6191EA92C355D6877CABCF53CA0654EA8F9876611551E941FE2253071E462ADE,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104698,670100004,784,0,310,300,103,40,0,50,40,40,30,30,40,30,45,36,40,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,39,37,40,40,40,40,31,40,40,40,40,40,40,40,40,40,0,40,40,40,40,40,40,40,0,40,40,40,40,0,0,40,40,40,40,40,40,0,40,40,40,40,40,40,0,39,40,0,40,40,40,40,30,40,0,40,40,40,40,40,40,40,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0
133642,2022/11/16 07:12:10,VSC_UPDATE,41FB7F961BEB2EC8CF05E82EF6F50D5B81AB7C0DAE044886739E2195E6B23B10,2B185597DAA26C7CEA0FC9DDBA3B665512C70B05F85AF23E69A82EA691622479,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104701,670100004,784,0,310,300,103,40,0,50,40,40,30,30,40,30,45,36,40,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,30,39,40,40,40,40,40,31,40,40,40,40,40,40,40,40,40,0,40,40,40,40,40,40,40,0,40,40,40,40,0,0,40,40,40,40,40,40,0,40,40,40,40,40,40,0,39,40,0,40,40,40,40,30,40,0,40,40,40,40,40,40,40,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0
133714,2022/11/16 07:18:13,VSC_UPDATE,16E096A6F93E086DD6F51D9786F3ACEAA89D48D68F7B070B17ED35B1A775B810,AAA1829ADE11D0DB7B0A90A786FC8CDCFF1893E5959AB96D95005E84686E7B03,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104702,670100004,784,0,310,300,103,40,0,50,40,40,30,30,40,30,45,36,40,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,31,39,40,40,40,40,40,31,40,40,40,40,40,40,40,40,40,0,40,40,40,40,40,40,40,0,40,40,40,40,0,0,40,40,40,40,40,40,0,40,40,40,40,40,40,0,39,40,0,40,40,40,40,30,40,0,40,40,40,40,40,40,40,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0
133750,2022/11/16 07:21:15,VSC_UPDATE,D258E7CDD9CD531F7FC16217DACA8FE6A5D21729EA7FF0BD00BB1464C0D8DEF5,370627C768B0399B71E91335DABB96E78AA93D18B118F7B97C81EDCE64AF9C2A,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104708,670100004,784,0,310,300,103,40,0,50,40,40,30,30,40,30,45,36,40,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,37,39,40,40,40,40,40,31,40,40,40,40,40,40,40,40,40,0,40,40,40,40,40,40,40,0,40,40,40,40,0,0,40,40,40,40,40,40,0,40,40,40,40,40,40,0,39,40,0,40,40,40,40,30,40,0,40,40,40,40,40,40,40,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0
133786,2022/11/16 07:24:17,VSC_UPDATE,573624C6F29FA8B9FA9FFAB0D985D13025D0F9B511901B0BDBEE8C4788004F4E,3961234CC8F795659F08D5FE3CB56BD500117E3D26052C0DB5085843A64662A0,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104711,670100004,784,0,310,300,103,40,0,50,40,40,30,30,40,30,45,36,40,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,40,39,40,40,40,40,40,31,40,40,40,40,40,40,40,40,40,0,40,40,40,40,40,40,40,0,40,40,40,40,0,0,40,40,40,40,40,40,0,40,40,40,40,40,40,0,39,40,0,40,40,40,40,30,40,0,40,40,40,40,40,40,40,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0
133858,2022/11/16 07:30:20,VSC_UPDATE,DB73612E14391444DD153D17E2949412AF8E52CC955611EE9FA4238AA9809331,85A81F6EEBA5D44714E61589ACC94B6B6CB991ED9A6A56BAB6D6390B2BA2B49D,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104712,670100004,784,0,310,300,103,40,0,50,40,40,30,30,40,31,45,36,40,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,40,39,40,40,40,40,40,31,40,40,40,40,40,40,40,40,40,0,40,40,40,40,40,40,40,0,40,40,40,40,0,0,40,40,40,40,40,40,0,40,40,40,40,40,40,0,39,40,0,40,40,40,40,30,40,0,40,40,40,40,40,40,40,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0
133894,2022/11/16 07:33:22,VSC_UPDATE,D7E00B9F7B0F5974327DD4D477592984ECD704B7269F6EAEA78594D2998CE94D,CE3C43298AA60F071BAE795DDD149D600B9778A34A0E0C69DCB3E2B2309FF6AF,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104718,670100004,784,0,310,300,103,40,0,50,40,40,30,30,40,37,45,36,40,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,40,39,40,40,40,40,40,31,40,40,40,40,40,40,40,40,40,0,40,40,40,40,40,40,40,0,40,40,40,40,0,0,40,40,40,40,40,40,0,40,40,40,40,40,40,0,39,40,0,40,40,40,40,30,40,0,40,40,40,40,40,40,40,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0
133930,2022/11/16 07:36:23,VSC_UPDATE,3022DC1EECD58B21B8A7479A0D1672E5F0D537DD684EDB5CA7B8F40766DCC8D2,6A4BA6D9DF0FD2874C8016A6AB04782A67C852174E83BC9EB7DBF0E64F35D68B,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104721,670100004,784,0,310,300,103,40,0,50,40,40,30,30,40,40,45,36,40,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,30,40,39,40,40,40,40,40,31,40,40,40,40,40,40,40,40,40,0,40,40,40,40,40,40,40,0,40,40,40,40,0,0,40,40,40,40,40,40,0,40,40,40,40,40,40,0,39,40,0,40,40,40,40,30,40,0,40,40,40,40,40,40,40,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0
134002,2022/11/16 07:42:27,VSC_UPDATE,0532EE840D4518B11C25FF75A88EAF5C6EA2B5CE1ED160EFF3118339440D608B,E5A485D7909CD0410B2A55FEC02C3F60416F9589B52767843A9E3C4D7C65EC20,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104722,670100004,784,0,310,300,103,40,0,50,40,40,30,30,40,40,45,36,40,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,31,40,39,40,40,40,40,40,31,40,40,40,40,40,40,40,40,40,0,40,40,40,40,40,40,40,0,40,40,40,40,0,0,40,40,40,40,40,40,0,40,40,40,40,40,40,0,39,40,0,40,40,40,40,30,40,0,40,40,40,40,40,40,40,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0
134038,2022/11/16 07:45:28,VSC_UPDATE,4D3A1C91736941C1DED71468DB9D8B3429EF16D59928BD86D3F31B1E578A2C9C,3E7636CE5F43AC8D5E909FBE5B0CEB2A54DC492B655BD48D22032CED48A4E3AB,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104728,670100004,784,0,310,300,103,40,0,50,40,40,30,30,40,40,45,36,40,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,37,40,39,40,40,40,40,40,31,40,40,40,40,40,40,40,40,40,0,40,40,40,40,40,40,40,0,40,40,40,40,0,0,40,40,40,40,40,40,0,40,40,40,40,40,40,0,39,40,0,40,40,40,40,30,40,0,40,40,40,40,40,40,40,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0
134074,2022/11/16 07:48:30,VSC_UPDATE,4F0AF426740E748A4A107B8BE967E98949D967309D74BC0BEE1FB54F67985F69,BFBF207F426B58F451D0BC783E294DAC801E0A51887C8F76A748C468238A8AA7,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104731,670100004,784,0,310,300,103,40,0,50,40,40,30,30,40,40,45,36,40,40,40,40,40,40,40,40,0,0,30,30,30,30,30,30,40,40,39,40,40,40,40,40,31,40,40,40,40,40,40,40,40,40,0,40,40,40,40,40,40,40,0,40,40,40,40,0,0,40,40,40,40,40,40,0,40,40,40,40,40,40,0,39,40,0,40,40,40,40,30,40,0,40,40,40,40,40,40,40,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0
134146,2022/11/16 07:54:33,VSC_UPDATE,F3A3BA076E60A228A2E0A44B8B02E09F6770FF12C21B19A38264FD53B793F566,7198F217D61DE04E3302EF8F4E09D8EBBCCD28BC05112C371B63EEAACC7CB49B,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104732,670100004,784,0,310,300,103,40,0,50,40,40,30,30,40,40,45,36,40,40,40,40,40,40,40,40,0,0,30,30,30,30,30,31,40,40,39,40,40,40,40,40,31,40,40,40,40,40,40,40,40,40,0,40,40,40,40,40,40,40,0,40,40,40,40,0,0,40,40,40,40,40,40,0,40,40,40,40,40,40,0,39,40,0,40,40,40,40,30,40,0,40,40,40,40,40,40,40,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0
134181,2022/11/16 07:57:30,VSC_UPDATE,6F0316F7C6E0AF87CA4FB3F56D30B3FCB756201B479DFA9B4CEA71A3E7349FC6,90F223A2548B87ADB273C1FE2133FA40CEEFB119C16667A5DD96BD73428C4BDF,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104738,670100004,784,0,310,300,103,40,0,50,40,40,30,30,40,40,45,36,40,40,40,40,40,40,40,40,0,0,30,30,30,30,30,37,40,40,39,40,40,40,40,40,31,40,40,40,40,40,40,40,40,40,0,40,40,40,40,40,40,40,0,40,40,40,40,0,0,40,40,40,40,40,40,0,40,40,40,40,40,40,0,39,40,0,40,40,40,40,30,40,0,40,40,40,40,40,40,40,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0
134218,2022/11/16 08:00:37,VSC_UPDATE,1427B971AB37049FD3842C8F27D40DCA5CC86CBFF69FAB04147118CA331D8FEC,708932A896E2DDAF1D95BC3FF3ADB8B62B83D5F89A250557E89A402C8EF0DA8E,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104741,670100004,784,0,310,300,103,40,0,50,40,40,30,30,40,40,45,36,40,40,40,40,40,40,40,40,0,0,30,30,30,30,30,40,40,40,39,40,40,40,40,40,31,40,40,40,40,40,40,40,40,40,0,40,40,40,40,40,40,40,0,40,40,40,40,0,0,40,40,40,40,40,40,0,40,40,40,40,40,40,0,39,40,0,40,40,40,40,30,40,0,40,40,40,40,40,40,40,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0
134289,2022/11/16 08:06:35,VSC_UPDATE,1855295066E68C87DE97130775B77CF4EDF372E43A5A6FA855E4AA8088DF2BB9,D7848D0430B6BF6E3A2DE072A2E996B7ADD46AFE23F0F1D9C50CD220B5083448,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104742,670100004,784,0,310,300,103,40,0,50,40,40,30,30,40,40,45,36,40,40,40,40,40,40,40,40,0,0,30,30,30,30,31,40,40,40,39,40,40,40,40,40,31,40,40,40,40,40,40,40,40,40,0,40,40,40,40,40,40,40,0,40,40,40,40,0,0,40,40,40,40,40,40,0,40,40,40,40,40,40,0,39,40,0,40,40,40,40,30,40,0,40,40,40,40,40,40,40,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0
134325,2022/11/16 08:09:36,VSC_UPDATE,8E3E39C314C35CF158FF1807DEF62C09D0D96A1FA3F08A6BA64C0329E2AFCE0E,20EC59177E8ADB3EB7A68AA89C4FE561AD97F2EF9A3DFEA730C9766E36866BDE,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104748,670100004,784,0,310,300,103,40,0,50,40,40,30,30,40,40,45,36,40,40,40,40,40,40,40,40,0,0,30,30,30,30,37,40,40,40,39,40,40,40,40,40,31,40,40,40,40,40,40,40,40,40,0,40,40,40,40,40,40,40,0,40,40,40,40,0,0,40,40,40,40,40,40,0,40,40,40,40,40,40,0,39,40,0,40,40,40,40,30,40,0,40,40,40,40,40,40,40,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0
134361,2022/11/16 08:12:38,VSC_UPDATE,4607E9239BC60899CCAE343EE83A113E2945E711A27597452FB23E2702AE60DB,E029A06245AF7E48E004792BE614CD37D0843BE3BFEDE8CF6BA507960833DFED,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104751,670100004,784,0,310,300,103,40,0,50,40,40,30,30,40,40,45,36,40,40,40,40,40,40,40,40,0,0,30,30,30,30,40,40,40,40,39,40,40,40,40,40,31,40,40,40,40,40,40,40,40,40,0,40,40,40,40,40,40,40,0,40,40,40,40,0,0,40,40,40,40,40,40,0,40,40,40,40,40,40,0,39,40,0,40,40,40,40,30,40,0,40,40,40,40,40,40,40,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0
134433,2022/11/16 08:18:41,VSC_UPDATE,F98699209C3F0FD21EA4D915368C3F5DDCCDBCD6F3C13F6D3540156A37FB2E6B,9FA536BDB74359E9D0A23B217D89EC26A0058117EC79395AAEF6AF66CB8D73DD,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104752,670100004,784,0,310,300,103,40,0,50,40,40,30,30,40,40,45,36,40,40,40,40,40,40,40,40,0,0,30,30,30,31,40,40,40,40,39,40,40,40,40,40,31,40,40,40,40,40,40,40,40,40,0,40,40,40,40,40,40,40,0,40,40,40,40,0,0,40,40,40,40,40,40,0,40,40,40,40,40,40,0,39,40,0,40,40,40,40,30,40,0,40,40,40,40,40,40,40,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0
134469,2022/11/16 08:21:43,VSC_UPDATE,6B2922AB3D398BE8E7EADD923C6782F9A4A443B7F11962517278E1B41F9AAD6C,11AB5BE8CDD053AE733420EC48E0C8F40BEF7BAE292D29D749D83E34BBFCEA12,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104758,670100004,784,0,310,300,103,40,0,50,40,40,30,30,40,40,45,36,40,40,40,40,40,40,40,40,0,0,30,30,30,37,40,40,40,40,39,40,40,40,40,40,31,40,40,40,40,40,40,40,40,40,0,40,40,40,40,40,40,40,0,40,40,40,40,0,0,40,40,40,40,40,40,0,40,40,40,40,40,40,0,39,40,0,40,40,40,40,30,40,0,40,40,40,40,40,40,40,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0
134505,2022/11/16 08:24:44,VSC_UPDATE,0F004F9333A073EECD8B29B92FE6E1A61476FEB50785A634000303839A52A290,A65325CCB85058DDA392EE7D31896E80738916386EC0EED12FC5D4FF9FFE3383,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104761,670100004,784,0,310,300,103,40,0,50,40,40,30,30,40,40,45,36,40,40,40,40,40,40,40,40,0,0,30,30,30,40,40,40,40,40,39,40,40,40,40,40,31,40,40,40,40,40,40,40,40,40,0,40,40,40,40,40,40,40,0,40,40,40,40,0,0,40,40,40,40,40,40,0,40,40,40,40,40,40,0,39,40,0,40,40,40,40,30,40,0,40,40,40,40,40,40,40,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0
134577,2022/11/16 08:30:48,VSC_UPDATE,BFF57ECEA4466081A33752485AFCF9187AF16A5B2F85FB9DAE82D31607EEE6E5,EE844813F9A2E90523BF9EEA5E3A5C6AAA6134B7D3A914ADDFBCB4DDBE8DFA3E,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104762,670100004,784,0,310,300,103,40,0,50,40,40,30,30,40,40,45,36,40,40,40,40,40,40,40,40,0,0,30,30,31,40,40,40,40,40,39,40,40,40,40,40,31,40,40,40,40,40,40,40,40,40,0,40,40,40,40,40,40,40,0,40,40,40,40,0,0,40,40,40,40,40,40,0,40,40,40,40,40,40,0,39,40,0,40,40,40,40,30,40,0,40,40,40,40,40,40,40,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0
134613,2022/11/16 08:33:49,VSC_UPDATE,AC7443DA473551DAD113B93E2683A48FAB0C7F0FE74AC3E9273109A92AB9A471,FD1160A5791EFF330E22CE624F3741E6B1D32924E12899FFF2A33CBA790A54C3,6A3CACEAEA586C9AF3051249D6FF34942835DF10,670104768,670100004,784,0,310,300,103,40,0,50,40,40,30,30,40,40,45,36,40,40,40,40,40,40,40,40,0,0,30,30,37,40,40,40,40,40,39,40,40,40,40,40,31,40,40,40,40,40,40,40,40,40,0,40,40,40,40,40,40,40,0,40,40,40,40,0,0,40,40,40,40,40,40,0,40,40,40,40,40,40,0,39,40,0,40,40,40,40,30,40,0,40,40,40,40,40,40,40,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0
