height,hash,total_vp,cosmosvalcons1dg72e6h2tpkf4uc9zfyadle5js5rthcs892vnj,cosmosvalcons1pk34jc9vww287s2ef8k6lzz7r2dpscms7af6ny,cosmosvalcons1nyquekjzh9ywmhyrt76u32cxwv9fcg7dxprygj,cosmosvalcons172wrmvq0w0m4mp9hmlw80pal0z53c65punhf2k,cosmosvalcons15w5mjufgd8ezfa83709nmews88tzdrepugw2jd,cosmosvalcons1kke43d43wpfw9cdqpw8d0qf8ll0ltp90a4jpja,cosmosvalcons1e5x6sh63qdz74m9h8thddc7zceddyljnhkcdsu,cosmosvalcons123zrau6pyk7mma6d3c0armpc2utqau7vm88u9x,cosmosvalcons1zq7v8lz7jrqyacsgh5r3dhygj4ffymhckysvw6,cosmosvalcons1lx9nq9909u49ezzjyc7ktg9k08ahnxuvhsj2ym,cosmosvalcons18wv3ddgpc5lrsq2kwc5z798z4tcztak9yny2x5,cosmosvalcons12freezz7w0f02ux50e0sgvmc2pgn2rw3pukgsc,cosmosvalcons1lj2q9l6t2wutwf3yclaj3h0yj7t7736t09d42h,cosmosvalcons16hf7ktj7yds8sta04d7qk0z9hla3tpatsd0vf5,cosmosvalcons1yna32lcuhtjkq7f4nsnp9ln8wykwjepxhxsr5g,cosmosvalcons1jh3lz46dmdgr7quqmx9fwmsvlprfhp60x8aaer,cosmosvalcons1qqlx7730mz96503pz729vu07pkv5u9ca85dhwe,cosmosvalcons1qwzmrx23fayrsudhhqq6jgal2wthk2gklq43vd,cosmosvalcons1q04tlwzqn38k9fej50tj3t929cf5q06s37z0y8,cosmosvalcons1q4ht5pn0kc64le4crl0nwhqumh6maw7x37696r,cosmosvalcons1pw8cra4g934nwzxkrykz45d4xgy7qnmvvtuaqt,cosmosvalcons1z5q6n9hd24mlcew407f2ej8ptnnt0haddknugk,cosmosvalcons1ze39xyf4t3ye8ldxn5scsaw2adur7ek4tt5jmp,cosmosvalcons1rca0mkvwpcdwk588u7l8hdutwx4elcd6688ypz,cosmosvalcons1rljsrflyeuzf3we6kghkf4qjeqflsygepnzl53,cosmosvalcons19y4nwy0ygg7z73ahhevt7uh090g8wr8sgv6n2l,cosmosvalcons1xpgp8n9xnpnd49pzv4jf6444048j23wvtsnvak,cosmosvalcons1xc0aszah3y7yksgy6rt63jf37d3dzuxcr8s59x,cosmosvalcons184pytrwcz8yjrndz5zq0kqvvhw3tj88a90hv5m,cosmosvalcons1gx49m7vtmw9gpxu4dfujtnepl2g96zxasea2j9,cosmosvalcons1g2ysa6n7nvpgjps9zdf4dkgtvse6ga6f6kmepz,cosmosvalcons1g4zw77yzsh34sfkm9rkx9ltsg42vcu2kgt95gy,cosmosvalcons1f4hpdclhmz0gmqulw95f844plqwfl9td6qcqym,cosmosvalcons12t4pcfx6jnr84rld03rwrzsul3rk64che77jfz,cosmosvalcons12h4v7ms5wfhp87tnjqmpgzrcvaqymuk2v49c7q,cosmosvalcons1t8xflpfzx4rnmatmemehcc8n52wmx6q3g4mxch,cosmosvalcons1t0kswnadw2e5rh3xksmz3uh7pyt6c8trcfwe5k,cosmosvalcons1v5v9hsn4awfr9gkl7ga7kn42qada457w83pqdz,cosmosvalcons1v6zrud945rxq6nl6eexf9rfqqafafwwnx57rvy,cosmosvalcons1dkw3fgnjnwjlq2hjqw46l4wws2zd6fns063eyq,cosmosvalcons1w86lpg205h9gsy32yetfkrp6nc7xuh90dz5uy3,cosmosvalcons1wns96l4057a75jez52hlhvw2d7t5wze4ke90cz,cosmosvalcons1wmvevar5kc5rtecr54m3q8gl6d0cf5mt29jcy9,cosmosvalcons108aypezdajecj03kg66c4gfu0l5f3053x392lf,cosmosvalcons10f4xx96k72eypj7l4qwlv4x6hfvecrenl09tsx,cosmosvalcons10vx7jlqg9tnezxfgqp873v294g0l2cpchuw6qc,cosmosvalcons10crq9qa7gp8paqxwwwxae3kp970duqgn0s9qcc,cosmosvalcons10m4u3cyxmdj98ame2nzye9xkldhs5cj7jm6yq5,cosmosvalcons1s7kc8tyvsj47tkyfpexlusrlz77dg26wmvt0hx,cosmosvalcons133lxdszpdgqzel834x0c3uelej84nx2yhrey5d,cosmosvalcons1j6yyhc5af53347us6q68fq5x65dxh62rym9aq5,cosmosvalcons1jur4mxvvz9m3kw925zk0hl0snmks0z7fwmlc9x,cosmosvalcons1j7t42uegq7dm85l93rddsulsafkqnrqsnjtf5s,cosmosvalcons1nqz3a6w3zxpx6zsrh0wsxdx8cfr0c33k38lk8e,cosmosvalcons1njrm0dasu7d5h6qawtrtdrm3y27tqnhv0vxdyc,cosmosvalcons15xu5spj4r5j63wwyk4gwhmq7nvvkzx348krpn6,cosmosvalcons14fm6gslcf9sx5j5wk93ew5sx3sdza6j7vr96r4,cosmosvalcons1kkdkxvcl6gfqezdl9e7av4l8lx4qjzsaj380nf,cosmosvalcons1csa5vmvu8fsgtxmx5j8qk4xxv278q8a4pce87v,cosmosvalcons1msqd5pywcs9l99fsvfnqrpqtrr6g4j99uqmckk,cosmosvalcons1uykcdtp8jfvuhvxvr5k9m206mcla35j09s3q49,cosmosvalcons1uxjga5twkestune9nc8r5c4chet0g83kdf7u68,cosmosvalcons1aegqgn27upl69skvjnc6s8ftdkkuzqlt46r6tg,cosmosvalcons17m4ucgq6q5wzzp4x7rxetfzjeppm5nc5f9nc32,cosmosvalcons1y9r49naje4wtqrkxy4eecgj25srzymgw8k5ywt,cosmosvalcons1y022gjzdfkrggfekjzyvf59zu4k64ar98aau5k,cosmosvalcons12lfvpusgm69kq0dxexm4ek2uxfvhhc6grdxfa8,cosmosvalcons1thhlg48txpsclg4e0rvl78yt2ge3ruw3utwd7q,cosmosvalcons10f6wkg5ckfkvnucvr35z5hqdugy7ud58rfsxmn,cosmosvalcons1lhnmnmd9arv33wsyyd06xp928n5zcpxp4t8k0t,cosmosvalcons1xhfftsd6wxx6jxl7xsdv8hsfk7txjgwf73uq6q,cosmosvalcons1tg3gv86h7y5znd52qghmsptgtf89s5xre3edlr,cosmosvalcons1nd2fpxeephw7tmqpgymrq3gvjpzwlr3wvjttu6,cosmosvalcons14knt8vk78wexsmd7792rcvyazrfraskv6hpm2t,cosmosvalcons1k3m4krltmlsz84hzgaytm59nn7pkd2xaygdpj0,cosmosvalcons1ht8qrurx6lpngj4pjns6rdhm7mlga0suun8jwk,cosmosvalcons1hexe6e6hnk0fan7n9vu6kt40nz86022kmyg9qp,cosmosvalcons1cq35fan5z5r5csl2rddjqclun93jn3hpxh2v0g,cosmosvalcons1cave3x44qrklv2wyemgjvl9rpanquspyeqvk4m,cosmosvalcons1e94h53knufh6m44chyun6thqxx90hflwue6x05,cosmosvalcons1efueez5q0x6m4sruhnmhe9x2q5xtfjuqazpjhc,cosmosvalcons1eszcs2tcl30a66nhy958u9xq9xdwqp9c65dnm6,cosmosvalcons1ek3cslf0ppj7sjavnjpyr494luu4j8fgdf6n8d,cosmosvalcons16q4jna57d07rufql8qtzaqhwf3ud3hdf5yt3y2,cosmosvalcons16p3evw80wdns6jqna8grfazfjenm80n7cle8kj,cosmosvalcons1md008gt5q9z3tgzxaq8rze8zys2pyds596lfv6,cosmosvalcons1uc6e0cl5duageq3hnfedxl7h62qwsvh6ppkgc4,cosmosvalcons1vuwq3w64c8py9hz6xs5gnnvvqpccj0lesm3u0k,cosmosvalcons15t3h8hqgjj7qe584c75weu30r70g74tep3yuta,cosmosvalcons1635xssr82smqqr5mxwu2tqvnh9qx4hdresz7fw,cosmosvalcons16etd37wqd3h3209pwf7w86ast0c4vapcvf349n,cosmosvalcons1m9zg6xjs0g8hjtp97nl2uqwah3r53j5z6a9ppw,cosmosvalcons1sl5j5snqwqts3ru9qc0zqunmu08lvxvekpj2mt,cosmosvalcons13feufd67xc8lrydcgjnphzz95zkkt5sgwkzccn,cosmosvalcons13aa4rs0g2g8qh75ffmvryylyth43pc2kgmgdpf,cosmosvalcons1vr0ajahfkaytrc0sdltmdqy6xu9a8gcz76c48z,cosmosvalcons1ual79gxh0p8eeet46d0sn7an8wc9ej0t2hav6n,cosmosvalcons1utxmxyfuqwfxqwqsu95jnjrvqyayda2q9dx2lc,cosmosvalcons1mhu56sd3tea8wy3zt8vrk27u7369gqehx23n9e,cosmosvalcons1x4vz8rtjltq2gze8dk8j8rxl9zlpdd92s26eq0,cosmosvalcons17l0ea7fqm77deg0nsg23dpdxj5qt4a3spdwd0t,cosmosvalcons1nvkcrlcjdqm9s365vpzvhttgswpdddnyf829we,cosmosvalcons174psdtj9x65grzemedrdz4jq8l8fg3jsaxc9j2,cosmosvalcons1pcc3ud35krm0t9vljw29wu3n66yzvfwsj8fm8z,cosmosvalcons10vj0ac0xz57hvhwkj6macdvg5w9xmatamdhms3
107845,0073856d42d4955107506f9ad9d9dd17e52e4e47e2612cffd09307343ad46046,670104045,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,20,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,20,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,21,30,29,30,0,20,28,20,30,30,30,30,0,0,0,0,0
107881,de0c46a03ba8bc87d48f4758ce8d391d5acd6bbf393732d0bf7856eab85ed392,670104046,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,20,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,20,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,22,30,29,30,0,20,28,20,30,30,30,30,0,0,0,0,0
107917,ae77138b7b6e0a68dd8d82613777706269eccf25d9b96f9bfce6e708edca877d,670104051,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,20,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,20,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,27,30,29,30,0,20,28,20,30,30,30,30,0,0,0,0,0
107953,00babca19296812284c66cf260b41ddb025167ff10d700d4c8ed0ace55f5f05f,670104053,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,20,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,20,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,29,30,29,30,0,20,28,20,30,30,30,30,0,0,0,0,0
107989,110dc517fe4501cd68f7bb8471381677d731c684813c95e85a822bdf2aec945f,670104054,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,20,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,20,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,30,30,29,30,0,20,28,20,30,30,30,30,0,0,0,0,0
108061,545c328bac0041d02210631e01387531c9b0ffbfb7efaea78324ed88eb996902,670104055,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,20,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,21,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,20,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,30,30,29,30,0,20,28,20,30,30,30,30,0,0,0,0,0
108097,0449055221ebea45c630e4ad9fb2ca55eebe2e0d351c8571623909631cbee3b5,670104056,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,20,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,22,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,20,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,30,30,29,30,0,20,28,20,30,30,30,30,0,0,0,0,0
108133,93ae6758f24a48e9e5149ee289b8a0d8fa05507fb93069325dc0436e2e7b66c5,670104061,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,20,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,27,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,20,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,30,30,29,30,0,20,28,20,30,30,30,30,0,0,0,0,0
108169,c9ec566b1f5fc719fd362551617467798311dbd957f93c58075e9f9732c6c233,670104063,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,20,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,29,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,20,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,30,30,29,30,0,20,28,20,30,30,30,30,0,0,0,0,0
108205,e490d378408acdadf0654f5d1d5aae87aae79df46825429da77782b53c8e9a9f,670104064,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,20,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,30,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,20,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,30,30,29,30,0,20,28,20,30,30,30,30,0,0,0,0,0
108277,0103b83a9b23ff58025c3289b862248bbbb698586fa2faa6409f5eee2ddd39e9,670104065,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,20,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,30,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,21,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,30,30,29,30,0,20,28,20,30,30,30,30,0,0,0,0,0
108313,8fe601f3fa66635142667c68a3c2fed6065578aff8d1679627f55b565290c43b,670104066,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,20,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,30,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,22,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,30,30,29,30,0,20,28,20,30,30,30,30,0,0,0,0,0
108349,588cad611a9e28ddf23a8dfed75b9f0864bc601a0399cc8ff23a358bd87a9ca3,670104071,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,20,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,30,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,27,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,30,30,29,30,0,20,28,20,30,30,30,30,0,0,0,0,0
108385,28bc1dbdcfb4b380c479095ca40a922302f394b060b671c93b02fb91b364140d,670104073,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,20,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,30,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,29,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,30,30,29,30,0,20,28,20,30,30,30,30,0,0,0,0,0
108421,9feed75dcfb974e06b5017133f6880cb1846b263d73525e82b1cb770f1521094,670104074,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,20,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,31,20,20,20,20,20,20,20,20,20,20,20,20,21,20,30,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,30,30,29,30,0,20,28,20,30,30,30,30,0,0,0,0,0
108493,94135d967c837f12abcfc5d73d9789508d199a26ab64da2cd12b520771677d04,670104075,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,20,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,31,20,20,20,20,20,20,20,20,20,20,20,20,21,21,30,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,30,30,29,30,0,20,28,20,30,30,30,30,0,0,0,0,0
108516,5edd4376075fec4d5d908a3b65c93715d52f9fab1dd939aa7dc7ea07648c16c0,670104045,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,20,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,31,20,20,20,20,20,20,20,20,20,20,20,20,21,21,30,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,30,30,29,30,0,20,28,20,30,30,0,30,0,0,0,0,0
108529,d61f379c952324ad1583bd0af00fdc8ac328fad39f67b4c3195c00cc1d05149f,670104046,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,20,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,31,20,20,20,20,20,20,20,20,20,20,20,20,21,22,30,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,30,30,29,30,0,20,28,20,30,30,0,30,0,0,0,0,0
108565,9307a00f3bd45276bc85a24ec33b0b4afb13c15f4a1bc2c036bc3f91a2b8aef0,670104051,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,20,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,31,20,20,20,20,20,20,20,20,20,20,20,20,21,27,30,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,30,30,29,30,0,20,28,20,30,30,0,30,0,0,0,0,0
108601,50847f97eafcc01775b0d9cfc89e9f858d90220b5b1b064616423faca5fbb1b8,670104053,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,20,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,31,20,20,20,20,20,20,20,20,20,20,20,20,21,29,30,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,30,30,29,30,0,20,28,20,30,30,0,30,0,0,0,0,0
108637,3c7def9de23ec73532cbe8ed6089d88a39aaa256706d27cdaf5ea5761a40726a,670104054,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,20,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,0,31,20,20,20,20,20,20,20,20,20,20,20,20,21,30,30,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,30,30,29,30,0,20,28,20,30,30,0,30,0,0,0,0,0
108654,db8bc7a3e9a64fd39366a7c3bf3faf3ec4930fbde53ee8e29baa751a7947e5a5,670104073,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,20,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,19,31,20,20,20,20,20,20,20,20,20,20,20,20,21,30,30,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,30,30,29,30,0,20,28,20,30,30,0,30,0,0,0,0,0
108674,329dd5ad328b7163854f7fe38938a3d0f27627197a838223c3f75a55e4186d84,670104074,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,20,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20,20,20,20,20,20,20,20,21,30,30,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,30,30,29,30,0,20,28,20,30,30,0,30,0,0,0,0,0
108679,0190108a6e06dfbbc3c177fefd6594426f9dac06ad625d6d9650c4d072806326,670104084,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,20,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,30,31,20,20,20,20,20,20,20,20,20,20,20,20,21,30,30,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,30,30,29,30,0,20,28,20,30,30,0,30,0,0,0,0,0
108745,e3ce9b1ecfcf53309c10b56faf9b487ab22834dede5f4a376ae4a172a8c2dae9,670104085,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,20,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,30,31,20,20,20,20,20,20,20,20,20,20,20,21,21,30,30,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,30,30,29,30,0,20,28,20,30,30,0,30,0,0,0,0,0
108781,0772dc0f8452291f0096ec97cf9e006f226b105b19ab484e22f92672dd653d39,670104091,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,20,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,30,31,20,20,20,20,20,20,20,20,20,20,20,27,21,30,30,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,30,30,29,30,0,20,28,20,30,30,0,30,0,0,0,0,0
108817,2ae31086b148daf00840ff3508020fc7cec9b36691417015f8a4e20e08182deb,670104093,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,20,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,30,31,20,20,20,20,20,20,20,20,20,20,20,29,21,30,30,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,30,30,29,30,0,20,28,20,30,30,0,30,0,0,0,0,0
108853,474230d06c6b5ab10fe4209c0031781c53c4f51fea55c515ffc9fb585a7e948a,670104094,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,20,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,30,31,20,20,20,20,20,20,20,20,20,20,20,30,21,30,30,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,30,30,29,30,0,20,28,20,30,30,0,30,0,0,0,0,0
108925,afc5ef6d99abc13f62e85e82146dcf89f0623188544469e420ff667300da9664,670104095,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,20,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,30,31,20,20,20,20,20,20,20,20,20,20,21,30,21,30,30,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,30,30,29,30,0,20,28,20,30,30,0,30,0,0,0,0,0
108961,c2b4f39e83928859cbbb7ca9d3f33bd338f04ce415e842e654e8c3c3a61e6a4c,670104101,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,20,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,30,31,20,20,20,20,20,20,20,20,20,20,27,30,21,30,30,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,30,30,29,30,0,20,28,20,30,30,0,30,0,0,0,0,0
108997,1ae12021e921fdf744290aceafa3166ed704b23c0a0fd743b3f0e52c6a26e7db,670104103,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,20,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,30,31,20,20,20,20,20,20,20,20,20,20,29,30,21,30,30,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,30,30,29,30,0,20,28,20,30,30,0,30,0,0,0,0,0
109033,ec3e93c1106e6476f089faabe451f713cd7ca19b0e5681bb8a264d9f2af8cea0,670104104,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,20,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,30,31,20,20,20,20,20,20,20,20,20,20,30,30,21,30,30,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,30,30,29,30,0,20,28,20,30,30,0,30,0,0,0,0,0
109105,52764dc35cd0a686b5af9b034fbae1faf0d38f86f6cd0609b6ea1f64cd867bde,670104105,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,21,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,30,31,20,20,20,20,20,20,20,20,20,20,30,30,21,30,30,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,30,30,29,30,0,20,28,20,30,30,0,30,0,0,0,0,0
109141,299154b858405b6dd53d9dc6a55575ef3737bb49420195ed8180619e1e3abd9f,670104111,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,27,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,30,31,20,20,20,20,20,20,20,20,20,20,30,30,21,30,30,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,30,30,29,30,0,20,28,20,30,30,0,30,0,0,0,0,0
109177,018e16e88f797ac90f7c8c65e88e767c1b5c4ba9e2045ed7095697ca04f8063c,670104113,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,29,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,30,31,20,20,20,20,20,20,20,20,20,20,30,30,21,30,30,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,30,30,29,30,0,20,28,20,30,30,0,30,0,0,0,0,0
109213,1f90486c3ea8ccc1582b9dfe4bdc21116cc91e5781b20df87f3a8eee4f20afbb,670104114,670100004,784,427,310,300,103,40,29,30,29,20,20,35,36,0,30,20,20,20,20,20,26,20,29,0,0,20,0,20,20,20,20,20,20,20,20,20,20,30,31,20,20,20,20,20,20,20,20,20,20,30,30,21,30,30,0,30,30,28,30,30,30,30,30,29,0,20,20,20,30,26,20,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,20,30,30,29,30,0,20,28,20,30,30,0,30,0,0,0,0,0
