block_height,block_time,comment,validators_hash,computed_hash,proposer_address,total_vp,6A3CACEAEA586C9AF3051249D6FF34942835DF10,0B8F81F6A82C6B3708D6192C2AD1B53209E04F6C,9901CCDA42B948EDDC835FB5C8AB06730A9C23CD,B5B358B6B17052E2E1A00B8ED78127FFDFF584AF,A3A9B9712869F224F4F1F3CB3DE5D039D6268F21,0DA35960AC73947F415949EDAF885E1A9A186370,372D1BB96574A4F382BCC2E9E5DC1A71CC6B0CE9,CD0DA85F510345EAECB73AEED6E3C2C65AD27E53,54443EF34125BDBDF74D8E1FD1EC3857160EF3CC,96884BE29D4D231AFB90D034748286D51A6BE943,B59B63331FD2120C89BF2E7DD657E7F9AA090A1D,E63597E3F46F3A8C82379A72D37FD7D280E832FA,66843E34B5A0CC0D4FFACE4C928D200753D4B9D3,FC9402FF4B53B8B72624C7FB28DDE49797EF474B,5DEFF454EB30618FA2B978D9FF1C8B523311F1D1,671C08BB55C1C242DC5A342889CD8C0071893FF9,F54306AE4536A8818B3BCB46D156403FCE944650,0E311E3634B0F6F5959F9394577233D6882625D0,16625311355C4993FDA69D218875CAEB783F66D5,1C4A305A101EDFB122E8C15289F036C98986FCDB,305013CCA69866DA942265649D56B57D4F2545CC,76D9967474B62835E703A577101D1FD35F84D36B,97075D998C11771B38AAA0ACFBFDF09EED078BC9,DDF94D41B15E7A77122259D83B2BDCF474540337,E1A48ED16EB660BE4F259E0E3A62B8BE56F41E36,E2CDB3113C0392603810E16929C86C013A46F540,E77FE2A0D7784F9CE575D35F09FBB33BB05CC9EB,EE50044D5EE07FA2C2CC94F1A81D2B6DADC103EB,F6EBCC201A051C2106A6F0CD95A452C843BA4F14,003E6F7A2FD88BAA3E2117945671FE0D994E171D,0385B199514F483871B7B801A923BF53977B2916,103CC3FC5E90C04EE208BD0716DC889552926EF8,214752CFB2CD5CB00EC625739C224AA406226D0E,42890EEA7E9B02890605135356D90B6433A47749,4544EF788285E35826DB28EC62FD704554CC7156,5A22861F57F12829B68A022FB805685A4E5850C3,5BED074FAD72B341DE26B43628F2FE0917AC1D63,95E3F1574DDB503F0380D98A976E0CF8469B874F,98051EE9D111826D0A03BBDD0334C7C246FC4636,9B2D81FF1268365847546044CBAD688382D6B664,9C87B7B7B0E79B4BE81D72C6B68F7122BCB04EEC,A2E373DC0894BC0CD0F5C7A8ECF22F1F9E8F5579,B45362A682176E95B35B2084405D4F50A77F9CCA,C759989AB500EDF629C4CED1267CA30F660E4024,3558238D72FAC0A40B276D8F238CDF28BE16B4AA,3CC44C72DFD38D8538F1AC2443E540CCA730261C,41AA5DF98BDB8A809B956A7925CF21FA905D08DD,52479C885E73D2F570D47E5F0433785051350DD1,59CC9F852235473DF57BCEF37C60F3A29DB36811,60DFD976E9B748B1E1F06FD7B6809A370BD3A302,616BA35C85E60F6C7F5AE9E5FD0843378D130F8E,61DDA93355D0ED14AD0F01DF9657F1D922FD8A08,6406B7B10A978323E679E226F0D3546E0470B864,65185BC275EB9232A2DFF23BEB4EAA075BDAD3CE,7149CA24B79EE0E073B9ED04C232A9E9753FBAC9,7B0DE97C082AE7911928004FE8B145AA1FF56038,87AD83AC8C84ABE5D8890E4DFE407F17BCD42B4E,8A73C4B75E360FF191B844A61B8845A0AD65D208,8C7E66C0416A002CFCF1A99F88F33FCC8F599944,8F7B51C1E8520E0BFA894ED83213E45DEB10E156,9797557328079BB3D3E588DAD873F0EA6C098C10,BF4F4707754A93FC8B10B4CA1DF98A043B776ADF,C43B466D9C3A60859B66A48E0B54C662BC701FB5,CA799C8A8079B5BAC07CBCF77C94CA050CB4CB80,7A74EB2298B26CC9F30C1C682A5C0DE209EE3687,57D2C0F208DE8B603DA6C9B75CD95C32597BE348,3B9916B501C53E38015676282F14E2AAF025F6C5,1501A996ED5577FC65D57F92ACC8E15CE6B7DFAD,657CB53BCDD047092A840BA12B894D6A079C05ED,7EEBC8E086DB6453F77954C44C94D6FB6F0A625E,D4686840675436000E9B33B8A58193B9406ADDA3,ADA6B3B2DE3BB2686DBEF1543C309D10D23EC2CC,DEF5A8B2156AAB712067DDB2EB27AF646FC6235A,1F72BBF37E781D570EF316BFCE2A3BABD27E3BF7,056EBA066FB6355FE6B81FDF375C1CDDF5BEBBC6,F29C3DB00F73F75D84B7DFDC7787BF78A91C6A81,7A6A631756F2B240CBDFA81DF654DABA599C0F33,7E060283BE404E1E80CE738DDCC6C12F9EDE0113,4D6E16E3F7D89E8D839F716893D6A1F81C9F956D,7B24FEE1E6153D765DD696B7DC3588A38A6DF57D,CD9E234ED9742A341A67EAEC1A0B2D97CC89663C,BE11EA8919773D1D972D5B74EABC964BFC51C72D,03EABFB8409C4F62A732A3D728ACAA2E13403F50,D269A81C7741F458C31DB7FB14C58176421FB2F8,365464D12717C9A89840B13C0E7B0C602FB01B37,C96B7A46D3E26FADD6B8B9393D2EE0318AFBA7EE,C7F26CF4C07C9FF25CF2E5DDF02FAC2E6B2797EC,CC05882978FC5FDD6A7721687E14C0299AE004B8
2303,2022/11/29 03:06:23,NEW_VALSET:PCHEIGHT/342440,A03B23C6A6999E95AB46AC15346F5035387D995C967515449038F56D41D781FD,09218D73371E9FC3D2C1E04F38798628859FF6E8EF3C6A60FDCCEB8D39C9411E,9C87B7B7B0E79B4BE81D72C6B68F7122BCB04EEC,348042490,40824004,4283489,4277749,4277481,4277565,4277387,4276262,4276161,4276152,4276134,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276124,4276124,4276123,4276124,4276123,4276126,4276123,4276123,4276124,4276124,4276123,4276125,4276123,4276122,4276122,4276123,4233360,4276123,4276125,4276124,4276122,4276123,4276124,4276124,4276124,4276124,4276124,4276123,4276122,4276122,4276123,4276121,4276121,4276121,4276121,4276124,4276121,4276122,4276122,4276122,4276122,4276122,4277458,4276123,4276122,4276125,4276122,4276099,4233362,4191686,4191079,4191026,4191027,4191026,4149116,434,0,355,325,111,104,100,101,12,1526,4233363,1,0,0,0,0
2319,2022/11/29 03:08:30,NEW_VALSET:PCHEIGHT/342460,A968812074D6484F5A80DFF46A8293628BD47723893731A43351247B94B8AFF6,05B2DCE8C32638B71DF1982CAA5252C8040959CDA7720203E731F19D0A4D13A9,3558238D72FAC0A40B276D8F238CDF28BE16B4AA,348042491,40824004,4283489,4277749,4277481,4277565,4277387,4276262,4276161,4276152,4276134,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276124,4276124,4276123,4276124,4276123,4276126,4276123,4276123,4276124,4276124,4276123,4276125,4276123,4276122,4276122,4276123,4233360,4276123,4276125,4276124,4276122,4276123,4276124,4276124,4276124,4276124,4276124,4276123,4276122,4276122,4276123,4276121,4276121,4276121,4276121,4276124,4276121,4276122,4276122,4276122,4276122,4276122,4277458,4276123,4276122,4276125,4276122,4276099,4233362,4191687,4191079,4191026,4191027,4191026,4149116,434,0,355,325,111,104,100,101,12,1526,4233363,1,0,0,0,0
2340,2022/11/29 03:11:17,NEW_VALSET:PCHEIGHT/342489,E0A0305DF26D2F27D8B6E79D5727DA8C6EB0BC8B3047AC5B4FF8BF8DC8D1CDD2,9563BC7060ED0562DD3052B24B6E970E3F21A037AA10343A68391937E82CF35B,616BA35C85E60F6C7F5AE9E5FD0843378D130F8E,348042492,40824004,4283489,4277749,4277481,4277565,4277387,4276262,4276161,4276152,4276134,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276124,4276124,4276123,4276124,4276123,4276126,4276123,4276123,4276124,4276124,4276123,4276125,4276123,4276122,4276122,4276123,4233360,4276123,4276125,4276124,4276122,4276123,4276124,4276124,4276124,4276124,4276124,4276123,4276122,4276122,4276123,4276121,4276121,4276121,4276121,4276124,4276121,4276122,4276122,4276122,4276122,4276122,4277458,4276123,4276122,4276125,4276122,4276099,4233362,4191687,4191080,4191026,4191027,4191026,4149116,434,0,355,325,111,104,100,101,12,1526,4233363,1,0,0,0,0
2380,2022/11/29 03:16:27,NEW_VALSET:PCHEIGHT/342539,C17BF5B38DEAF1139F81F67D80E7E3A54874B013A2115FB9E36AEB5AEED3FC5C,529A2B7E7A7DADB75C700A442B6E06F252EE1B9DC20675AC45D817A79AF165D8,B45362A682176E95B35B2084405D4F50A77F9CCA,348042494,40824004,4283490,4277749,4277481,4277565,4277387,4276262,4276161,4276152,4276134,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276124,4276124,4276123,4276124,4276123,4276126,4276123,4276123,4276124,4276124,4276123,4276125,4276123,4276122,4276122,4276123,4233360,4276123,4276125,4276124,4276122,4276123,4276124,4276124,4276124,4276124,4276124,4276123,4276122,4276122,4276123,4276121,4276121,4276121,4276121,4276124,4276121,4276122,4276122,4276122,4276122,4276122,4277458,4276123,4276122,4276125,4276122,4276099,4233362,4191688,4191080,4191026,4191027,4191026,4149116,434,0,355,325,111,104,100,101,12,1526,4233363,1,0,0,0,0
2415,2022/11/29 03:21:27,NEW_VALSET:PCHEIGHT/342589,89326113A53F09C5E1151EC2581AE93D9A0BD53D2338B1656625213067485CEA,9F256778A33D4501AA09EC3C6FB642FE987889C0E8B7D0C3B388D2590049A01B,BF4F4707754A93FC8B10B4CA1DF98A043B776ADF,348042495,40824004,4283490,4277749,4277481,4277565,4277387,4276262,4276161,4276152,4276134,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276124,4276124,4276123,4276124,4276123,4276126,4276123,4276123,4276124,4276124,4276123,4276125,4276123,4276122,4276122,4276123,4233360,4276123,4276125,4276124,4276122,4276123,4276124,4276124,4276124,4276124,4276124,4276123,4276123,4276122,4276123,4276121,4276121,4276121,4276121,4276124,4276121,4276122,4276122,4276122,4276122,4276122,4277458,4276123,4276122,4276125,4276122,4276099,4233362,4191688,4191080,4191026,4191027,4191026,4149116,434,0,355,325,111,104,100,101,12,1526,4233363,1,0,0,0,0
2444,2022/11/29 03:24:44,NEW_VALSET:PCHEIGHT/342623,9F0E61C8EAFC4F0925E7204C3BD6480BED69C72AC981BAFA69726009193BFF85,2ADA1192913688A8923FF8782052B0E108DD4B8B0D82C0052528A0D160E3B408,6A3CACEAEA586C9AF3051249D6FF34942835DF10,348042496,40824004,4283490,4277749,4277481,4277565,4277387,4276262,4276161,4276152,4276134,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276124,4276124,4276123,4276124,4276123,4276126,4276123,4276123,4276124,4276124,4276123,4276125,4276123,4276122,4276122,4276123,4233360,4276123,4276125,4276124,4276122,4276123,4276124,4276124,4276124,4276124,4276124,4276123,4276123,4276122,4276123,4276121,4276121,4276121,4276121,4276124,4276121,4276122,4276122,4276122,4276122,4276122,4277458,4276123,4276122,4276125,4276122,4276099,4233362,4191689,4191080,4191026,4191027,4191026,4149116,434,0,355,325,111,104,100,101,12,1526,4233363,1,0,0,0,0
2456,2022/11/29 03:26:16,NEW_VALSET:PCHEIGHT/342639,057F7546ECD07A3F22B1BAC36E12D4AFF5625E1174807D625A059CCF4956C1A0,37DBCE1FFAE3886ABE1327242CAFF881F2AF26F0903A1BCCB2056DD9C289C623,5A22861F57F12829B68A022FB805685A4E5850C3,348042497,40824004,4283490,4277749,4277481,4277565,4277387,4276262,4276161,4276152,4276134,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276124,4276124,4276123,4276124,4276123,4276126,4276123,4276123,4276124,4276124,4276123,4276125,4276123,4276122,4276122,4276123,4233360,4276123,4276125,4276124,4276122,4276123,4276124,4276124,4276124,4276124,4276124,4276123,4276123,4276122,4276123,4276121,4276121,4276121,4276121,4276124,4276121,4276122,4276122,4276122,4276122,4276122,4277458,4276123,4276122,4276125,4276123,4276099,4233362,4191689,4191080,4191026,4191027,4191026,4149116,434,0,355,325,111,104,100,101,12,1526,4233363,1,0,0,0,0
2495,2022/11/29 03:31:44,NEW_VALSET:PCHEIGHT/342691,FE22FF1AC3EC7EB8D6EC76EBB36799C73EBF4B315B7BF9FA024370A228850850,E787C3800ADF217C0DEC96370F4EDE9BB76C8DC9FAE12EBA0FDEB0D2D9479630,8A73C4B75E360FF191B844A61B8845A0AD65D208,348042498,40824004,4283490,4277749,4277481,4277565,4277387,4276262,4276161,4276152,4276134,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276124,4276124,4276123,4276124,4276123,4276126,4276123,4276123,4276124,4276124,4276123,4276125,4276123,4276122,4276122,4276123,4233360,4276123,4276125,4276124,4276122,4276123,4276124,4276124,4276124,4276124,4276124,4276123,4276123,4276122,4276123,4276121,4276122,4276121,4276121,4276124,4276121,4276122,4276122,4276122,4276122,4276122,4277458,4276123,4276122,4276125,4276123,4276099,4233362,4191689,4191080,4191026,4191027,4191026,4149116,434,0,355,325,111,104,100,101,12,1526,4233363,1,0,0,0,0
2501,2022/11/29 03:32:25,NEW_VALSET:PCHEIGHT/342700,68EDC4C7732DDCC8A665441629CD60C7859948F0A4D9520DB882D8A4954CC389,0375DB645BEE7662A6CA3AC14C00A332A2A4CCCB35EAF0C8457284EDD77538C6,6A3CACEAEA586C9AF3051249D6FF34942835DF10,348042499,40824004,4283490,4277749,4277481,4277565,4277387,4276262,4276161,4276152,4276134,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276124,4276124,4276123,4276124,4276123,4276126,4276123,4276123,4276124,4276124,4276123,4276125,4276123,4276122,4276122,4276123,4233360,4276123,4276125,4276124,4276122,4276123,4276124,4276124,4276124,4276124,4276124,4276123,4276123,4276122,4276123,4276121,4276122,4276121,4276121,4276124,4276121,4276122,4276122,4276122,4276122,4276122,4277458,4276123,4276122,4276125,4276123,4276099,4233362,4191690,4191080,4191026,4191027,4191026,4149116,434,0,355,325,111,104,100,101,12,1526,4233363,1,0,0,0,0
2535,2022/11/29 03:36:32,NEW_VALSET:PCHEIGHT/342740,81E2551486855937FF2975ED5C5B666B956339F5299F0077186E567F2C081E66,7DA058F347C38629DD72180BC57D618881D18E544358DD65F5BE890FA5FDAB2A,8F7B51C1E8520E0BFA894ED83213E45DEB10E156,348042500,40824004,4283490,4277749,4277481,4277565,4277387,4276262,4276161,4276152,4276134,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276124,4276125,4276123,4276124,4276123,4276126,4276123,4276123,4276124,4276124,4276123,4276125,4276123,4276122,4276122,4276123,4233360,4276123,4276125,4276124,4276122,4276123,4276124,4276124,4276124,4276124,4276124,4276123,4276123,4276122,4276123,4276121,4276122,4276121,4276121,4276124,4276121,4276122,4276122,4276122,4276122,4276122,4277458,4276123,4276122,4276125,4276123,4276099,4233362,4191690,4191080,4191026,4191027,4191026,4149116,434,0,355,325,111,104,100,101,12,1526,4233363,1,0,0,0,0
2572,2022/11/29 03:41:14,NEW_VALSET:PCHEIGHT/342785,5D4ADBC72A0A0AA442916C21F5AD6798715B9BE2DB04B10571C45EB484E35230,9C48AD5F45C3800B1BF1B5DEE57E5D4FFE34F70A4CA83D034C275AA4C712A4EE,8A73C4B75E360FF191B844A61B8845A0AD65D208,348042501,40824004,4283490,4277749,4277481,4277565,4277387,4276262,4276161,4276152,4276134,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276124,4276125,4276123,4276124,4276123,4276126,4276123,4276123,4276124,4276124,4276123,4276125,4276123,4276122,4276122,4276123,4233360,4276123,4276125,4276124,4276122,4276123,4276124,4276124,4276124,4276124,4276124,4276123,4276123,4276122,4276123,4276121,4276122,4276121,4276121,4276124,4276121,4276122,4276122,4276122,4276122,4276122,4277458,4276123,4276122,4276125,4276123,4276099,4233362,4191691,4191080,4191026,4191027,4191026,4149116,434,0,355,325,111,104,100,101,12,1526,4233363,1,0,0,0,0
2574,2022/11/29 03:42:09,NEW_VALSET:PCHEIGHT/342787,C97A49893B945BBF09DC2680978C15D19B72C6D65C650CA59BBDB8D7E5D9C3E6,7D5CC8FAC00E088160D735B6C5E0580479F564F13079B240F3E688F701F13D4B,8A73C4B75E360FF191B844A61B8845A0AD65D208,348042502,40824004,4283490,4277749,4277481,4277565,4277387,4276262,4276162,4276152,4276134,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276124,4276125,4276123,4276124,4276123,4276126,4276123,4276123,4276124,4276124,4276123,4276125,4276123,4276122,4276122,4276123,4233360,4276123,4276125,4276124,4276122,4276123,4276124,4276124,4276124,4276124,4276124,4276123,4276123,4276122,4276123,4276121,4276122,4276121,4276121,4276124,4276121,4276122,4276122,4276122,4276122,4276122,4277458,4276123,4276122,4276125,4276123,4276099,4233362,4191691,4191080,4191026,4191027,4191026,4149116,434,0,355,325,111,104,100,101,12,1526,4233363,1,0,0,0,0
2610,2022/11/29 03:46:37,NEW_VALSET:PCHEIGHT/342833,10E01B11A8A028572200C2090DE26C3745AD6DACD0188DFBC2D705B6AE0EEB11,F4A9FB46E2F9D936D97CFCBB44AA27E998CE2EBEC163792AC923EA816CA59518,E63597E3F46F3A8C82379A72D37FD7D280E832FA,348042518,40824004,4283490,4277749,4277497,4277565,4277387,4276262,4276162,4276152,4276134,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276124,4276125,4276123,4276124,4276123,4276126,4276123,4276123,4276124,4276124,4276123,4276125,4276123,4276122,4276122,4276123,4233360,4276123,4276125,4276124,4276122,4276123,4276124,4276124,4276124,4276124,4276124,4276123,4276123,4276122,4276123,4276121,4276122,4276121,4276121,4276124,4276121,4276122,4276122,4276122,4276122,4276122,4277458,4276123,4276122,4276125,4276123,4276099,4233362,4191691,4191080,4191026,4191027,4191026,4149116,434,0,355,325,111,104,100,101,12,1526,4233363,1,0,0,0,0
2612,2022/11/29 03:46:54,NEW_VALSET:PCHEIGHT/342837,9B86DF8A385F154563FAA974593AC257A92B2C43BF74BA053A72B97EA7EC5821,8CD4327A636CA4F919CAE568C0946CC6526650AC8D0E239C8381B9FECD536939,FC9402FF4B53B8B72624C7FB28DDE49797EF474B,348042519,40824004,4283490,4277749,4277497,4277565,4277387,4276262,4276162,4276152,4276134,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276124,4276125,4276123,4276124,4276123,4276126,4276123,4276123,4276124,4276124,4276123,4276125,4276123,4276122,4276122,4276123,4233360,4276123,4276125,4276124,4276122,4276123,4276124,4276124,4276124,4276124,4276124,4276123,4276123,4276122,4276123,4276121,4276122,4276121,4276121,4276124,4276121,4276122,4276122,4276122,4276122,4276122,4277459,4276123,4276122,4276125,4276123,4276099,4233362,4191691,4191080,4191026,4191027,4191026,4149116,434,0,355,325,111,104,100,101,12,1526,4233363,1,0,0,0,0
2637,2022/11/29 03:49:58,NEW_VALSET:PCHEIGHT/342867,BBEEF7536586C96940D47719E0C2396FB3DD82586D6882E5B30CE47C8C0F5721,3C704B1B3827312B621CE33E6ED3366933B89F58E2A37343266C7B1FEA94BA88,76D9967474B62835E703A577101D1FD35F84D36B,348042520,40824004,4283490,4277749,4277497,4277565,4277387,4276262,4276162,4276152,4276134,4276135,4276132,4276131,4276128,4276125,4276125,4276125,4276124,4276125,4276123,4276124,4276123,4276126,4276123,4276123,4276124,4276124,4276123,4276125,4276123,4276122,4276122,4276123,4233360,4276123,4276125,4276124,4276122,4276123,4276124,4276124,4276124,4276124,4276124,4276123,4276123,4276122,4276123,4276121,4276122,4276121,4276121,4276124,4276121,4276122,4276122,4276122,4276122,4276122,4277459,4276123,4276122,4276125,4276123,4276099,4233362,4191692,4191080,4191026,4191027,4191026,4149116,434,0,355,325,111,104,100,101,12,1526,4233363,1,0,0,0,0
2648,2022/11/29 03:51:24,NEW_VALSET:PCHEIGHT/342882,CE3A6F183480C391D4B6EDC914FF24F72D37ABFDE13564873EAC4E9FED5BAE57,71144676914C3E857AA1BBC0BFD1F4397E98181ECBCC86118B7A2486D4FE9511,52479C885E73D2F570D47E5F0433785051350DD1,348042521,40824004,4283490,4277749,4277497,4277565,4277387,4276262,4276162,4276152,4276134,4276135,4276132,4276132,4276128,4276125,4276125,4276125,4276124,4276125,4276123,4276124,4276123,4276126,4276123,4276123,4276124,4276124,4276123,4276125,4276123,4276122,4276122,4276123,4233360,4276123,4276125,4276124,4276122,4276123,4276124,4276124,4276124,4276124,4276124,4276123,4276123,4276122,4276123,4276121,4276122,4276121,4276121,4276124,4276121,4276122,4276122,4276122,4276122,4276122,4277459,4276123,4276122,4276125,4276123,4276099,4233362,4191692,4191080,4191026,4191027,4191026,4149116,434,0,355,325,111,104,100,101,12,1526,4233363,1,0,0,0,0
2691,2022/11/29 03:57:08,NEW_VALSET:PCHEIGHT/342936,F3AC820A5507B575F6513D2A6768D3657E0905A09D223885839A2A2CECEDC3C2,781A8601EF55612BB3CA1134294939A29839DAFBA9AB6E2E27BD894C2D21428A,E63597E3F46F3A8C82379A72D37FD7D280E832FA,348042522,40824004,4283490,4277749,4277497,4277565,4277387,4276262,4276162,4276152,4276134,4276135,4276132,4276132,4276128,4276125,4276125,4276125,4276124,4276125,4276123,4276124,4276123,4276126,4276123,4276123,4276124,4276124,4276123,4276125,4276123,4276122,4276122,4276123,4233360,4276123,4276125,4276124,4276122,4276123,4276124,4276124,4276124,4276124,4276124,4276123,4276123,4276122,4276123,4276121,4276122,4276121,4276121,4276124,4276121,4276122,4276122,4276122,4276122,4276122,4277459,4276123,4276122,4276125,4276123,4276099,4233362,4191692,4191081,4191026,4191027,4191026,4149116,434,0,355,325,111,104,100,101,12,1526,4233363,1,0,0,0,0
2700,2022/11/29 03:58:07,NEW_VALSET:PCHEIGHT/342947,83444C802CE4FFBA337D27D2F90C7CE04DC20E0DFD7186D0373FE063B7AD5328,406DB045B296FB4A81C72022591D32F55F35A30171ECDEE7FD135416E925156C,6A3CACEAEA586C9AF3051249D6FF34942835DF10,348042523,40824004,4283490,4277749,4277497,4277565,4277387,4276262,4276162,4276152,4276134,4276135,4276132,4276132,4276128,4276125,4276125,4276125,4276124,4276125,4276123,4276124,4276123,4276126,4276123,4276123,4276124,4276124,4276123,4276125,4276123,4276122,4276122,4276123,4233360,4276123,4276125,4276124,4276122,4276123,4276124,4276124,4276124,4276124,4276124,4276123,4276123,4276122,4276123,4276121,4276122,4276121,4276121,4276124,4276121,4276122,4276122,4276122,4276122,4276122,4277459,4276123,4276122,4276125,4276123,4276099,4233362,4191693,4191081,4191026,4191027,4191026,4149116,434,0,355,325,111,104,100,101,12,1526,4233363,1,0,0,0,0
2715,2022/11/29 04:00:00,NEW_VALSET:PCHEIGHT/342967,3862050E979C8552362ADB40C2EE38EAE6C4B55579E52603A65DACE281361C5C,AF0D1217D9CDF8885F12B3C038D8696A24AE0C4D4F04D6D1D806951B951E7E6B,5BED074FAD72B341DE26B43628F2FE0917AC1D63,348042548,40824004,4283490,4277774,4277497,4277565,4277387,4276262,4276162,4276152,4276134,4276135,4276132,4276132,4276128,4276125,4276125,4276125,4276124,4276125,4276123,4276124,4276123,4276126,4276123,4276123,4276124,4276124,4276123,4276125,4276123,4276122,4276122,4276123,4233360,4276123,4276125,4276124,4276122,4276123,4276124,4276124,4276124,4276124,4276124,4276123,4276123,4276122,4276123,4276121,4276122,4276121,4276121,4276124,4276121,4276122,4276122,4276122,4276122,4276122,4277459,4276123,4276122,4276125,4276123,4276099,4233362,4191693,4191081,4191026,4191027,4191026,4149116,434,0,355,325,111,104,100,101,12,1526,4233363,1,0,0,0,0
2727,2022/11/29 04:01:37,NEW_VALSET:PCHEIGHT/342982,1CBF38F6F9B8B5861F3C0B00370708A6399DA83B245907C16D075F808D77DD64,D7CBD6FA2052E0F3CF9B74238C62C67FB4FB5CD3BBA47D374F9307B30349AB68,9797557328079BB3D3E588DAD873F0EA6C098C10,348042549,40824004,4283490,4277774,4277497,4277565,4277387,4276262,4276162,4276152,4276134,4276135,4276132,4276132,4276128,4276125,4276125,4276125,4276124,4276125,4276123,4276124,4276123,4276126,4276123,4276123,4276124,4276124,4276123,4276125,4276123,4276122,4276122,4276123,4233360,4276123,4276125,4276124,4276123,4276123,4276124,4276124,4276124,4276124,4276124,4276123,4276123,4276122,4276123,4276121,4276122,4276121,4276121,4276124,4276121,4276122,4276122,4276122,4276122,4276122,4277459,4276123,4276122,4276125,4276123,4276099,4233362,4191693,4191081,4191026,4191027,4191026,4149116,434,0,355,325,111,104,100,101,12,1526,4233363,1,0,0,0,0
2759,2022/11/29 04:06:35,NEW_VALSET:PCHEIGHT/343031,867D76C740A45F7517FB24F34BE12A43B5AD8640568379CD5B0D7C8F57397412,89326C6869B3A76FB76D677E9469FAD1D2ABFB071BC1A7AE5DDB0D6570700C9D,42890EEA7E9B02890605135356D90B6433A47749,348042551,40824004,4283490,4277774,4277497,4277565,4277387,4276262,4276162,4276152,4276134,4276135,4276132,4276132,4276128,4276125,4276125,4276125,4276124,4276125,4276123,4276124,4276123,4276126,4276123,4276123,4276124,4276124,4276123,4276125,4276123,4276122,4276122,4276123,4233360,4276123,4276125,4276124,4276123,4276124,4276124,4276124,4276124,4276124,4276124,4276123,4276123,4276122,4276123,4276121,4276122,4276121,4276121,4276124,4276121,4276122,4276122,4276122,4276122,4276122,4277459,4276123,4276122,4276125,4276123,4276099,4233362,4191694,4191081,4191026,4191027,4191026,4149116,434,0,355,325,111,104,100,101,12,1526,4233363,1,0,0,0,0
2798,2022/11/29 04:11:37,NEW_VALSET:PCHEIGHT/343082,6265E33E536A57E97AFFD9A713AD12D97E76A7C4881E257B06FF3EB5B3D160E4,CEEE7F25E49217E310F52A3251DA04A3B5F2EC294B0C6B6C5D7001FEC2BF47A7,5BED074FAD72B341DE26B43628F2FE0917AC1D63,348042552,40824004,4283490,4277774,4277497,4277565,4277387,4276262,4276162,4276152,4276134,4276135,4276132,4276132,4276128,4276125,4276125,4276125,4276124,4276125,4276123,4276124,4276123,4276126,4276123,4276123,4276124,4276124,4276123,4276125,4276123,4276122,4276122,4276124,4233360,4276123,4276125,4276124,4276123,4276124,4276124,4276124,4276124,4276124,4276124,4276123,4276123,4276122,4276123,4276121,4276122,4276121,4276121,4276124,4276121,4276122,4276122,4276122,4276122,4276122,4277459,4276123,4276122,4276125,4276123,4276099,4233362,4191694,4191081,4191026,4191027,4191026,4149116,434,0,355,325,111,104,100,101,12,1526,4233363,1,0,0,0,0
2890,2022/11/29 04:23:52,NEW_VALSET:PCHEIGHT/343194,F2EF07C36A1859DDE9C4D0676DAD813B6667460E126724913EA2B691F8B117DA,074E688C28CA449BA1874244A9EFAEA898985E7CF91925AD0384AF40BACA9925,9797557328079BB3D3E588DAD873F0EA6C098C10,348042556,40824004,4283490,4277774,4277497,4277565,4277387,4276262,4276162,4276152,4276134,4276135,4276132,4276132,4276128,4276125,4276125,4276125,4276124,4276125,4276123,4276125,4276123,4276126,4276123,4276123,4276124,4276124,4276123,4276125,4276123,4276122,4276122,4276124,4233360,4276123,4276125,4276124,4276123,4276124,4276125,4276124,4276124,4276124,4276124,4276123,4276123,4276122,4276123,4276121,4276122,4276121,4276121,4276124,4276121,4276122,4276122,4276122,4276122,4276122,4277459,4276123,4276122,4276125,4276123,4276099,4233362,4191696,4191081,4191026,4191027,4191026,4149116,434,0,355,325,111,104,100,101,12,1526,4233363,1,0,0,0,0
