block_height,block_time,comment,validators_hash,computed_hash,proposer_address,total_vp,6A3CACEAEA586C9AF3051249D6FF34942835DF10,0B8F81F6A82C6B3708D6192C2AD1B53209E04F6C,9901CCDA42B948EDDC835FB5C8AB06730A9C23CD,0DA35960AC73947F415949EDAF885E1A9A186370,B5B358B6B17052E2E1A00B8ED78127FFDFF584AF,A3A9B9712869F224F4F1F3CB3DE5D039D6268F21,372D1BB96574A4F382BCC2E9E5DC1A71CC6B0CE9,CD0DA85F510345EAECB73AEED6E3C2C65AD27E53,54443EF34125BDBDF74D8E1FD1EC3857160EF3CC,96884BE29D4D231AFB90D034748286D51A6BE943,B59B63331FD2120C89BF2E7DD657E7F9AA090A1D,E63597E3F46F3A8C82379A72D37FD7D280E832FA,66843E34B5A0CC0D4FFACE4C928D200753D4B9D3,FC9402FF4B53B8B72624C7FB28DDE49797EF474B,5DEFF454EB30618FA2B978D9FF1C8B523311F1D1,671C08BB55C1C242DC5A342889CD8C0071893FF9,F54306AE4536A8818B3BCB46D156403FCE944650,F6EBCC201A051C2106A6F0CD95A452C843BA4F14,0E311E3634B0F6F5959F9394577233D6882625D0,16625311355C4993FDA69D218875CAEB783F66D5,1C4A305A101EDFB122E8C15289F036C98986FCDB,305013CCA69866DA942265649D56B57D4F2545CC,76D9967474B62835E703A577101D1FD35F84D36B,97075D998C11771B38AAA0ACFBFDF09EED078BC9,C759989AB500EDF629C4CED1267CA30F660E4024,DDF94D41B15E7A77122259D83B2BDCF474540337,E1A48ED16EB660BE4F259E0E3A62B8BE56F41E36,E2CDB3113C0392603810E16929C86C013A46F540,E77FE2A0D7784F9CE575D35F09FBB33BB05CC9EB,EE50044D5EE07FA2C2CC94F1A81D2B6DADC103EB,003E6F7A2FD88BAA3E2117945671FE0D994E171D,0385B199514F483871B7B801A923BF53977B2916,103CC3FC5E90C04EE208BD0716DC889552926EF8,214752CFB2CD5CB00EC625739C224AA406226D0E,41AA5DF98BDB8A809B956A7925CF21FA905D08DD,42890EEA7E9B02890605135356D90B6433A47749,4544EF788285E35826DB28EC62FD704554CC7156,5A22861F57F12829B68A022FB805685A4E5850C3,5BED074FAD72B341DE26B43628F2FE0917AC1D63,6406B7B10A978323E679E226F0D3546E0470B864,8A73C4B75E360FF191B844A61B8845A0AD65D208,95E3F1574DDB503F0380D98A976E0CF8469B874F,98051EE9D111826D0A03BBDD0334C7C246FC4636,9B2D81FF1268365847546044CBAD688382D6B664,9C87B7B7B0E79B4BE81D72C6B68F7122BCB04EEC,A2E373DC0894BC0CD0F5C7A8ECF22F1F9E8F5579,B45362A682176E95B35B2084405D4F50A77F9CCA,3558238D72FAC0A40B276D8F238CDF28BE16B4AA,3CC44C72DFD38D8538F1AC2443E540CCA730261C,52479C885E73D2F570D47E5F0433785051350DD1,59CC9F852235473DF57BCEF37C60F3A29DB36811,60DFD976E9B748B1E1F06FD7B6809A370BD3A302,616BA35C85E60F6C7F5AE9E5FD0843378D130F8E,61DDA93355D0ED14AD0F01DF9657F1D922FD8A08,65185BC275EB9232A2DFF23BEB4EAA075BDAD3CE,7149CA24B79EE0E073B9ED04C232A9E9753FBAC9,7B0DE97C082AE7911928004FE8B145AA1FF56038,87AD83AC8C84ABE5D8890E4DFE407F17BCD42B4E,8C7E66C0416A002CFCF1A99F88F33FCC8F599944,8F7B51C1E8520E0BFA894ED83213E45DEB10E156,9797557328079BB3D3E588DAD873F0EA6C098C10,BF4F4707754A93FC8B10B4CA1DF98A043B776ADF,C43B466D9C3A60859B66A48E0B54C662BC701FB5,CA799C8A8079B5BAC07CBCF77C94CA050CB4CB80,7A74EB2298B26CC9F30C1C682A5C0DE209EE3687,57D2C0F208DE8B603DA6C9B75CD95C32597BE348,3B9916B501C53E38015676282F14E2AAF025F6C5,1501A996ED5577FC65D57F92ACC8E15CE6B7DFAD,7EEBC8E086DB6453F77954C44C94D6FB6F0A625E,657CB53BCDD047092A840BA12B894D6A079C05ED,D4686840675436000E9B33B8A58193B9406ADDA3,ADA6B3B2DE3BB2686DBEF1543C309D10D23EC2CC,DEF5A8B2156AAB712067DDB2EB27AF646FC6235A,056EBA066FB6355FE6B81FDF375C1CDDF5BEBBC6,F29C3DB00F73F75D84B7DFDC7787BF78A91C6A81,BE11EA8919773D1D972D5B74EABC964BFC51C72D,7A6A631756F2B240CBDFA81DF654DABA599C0F33,7E060283BE404E1E80CE738DDCC6C12F9EDE0113,7B24FEE1E6153D765DD696B7DC3588A38A6DF57D,4D6E16E3F7D89E8D839F716893D6A1F81C9F956D,5DEF681F8F155ACB4939294C20DF4FF00E8680B4,CD9E234ED9742A341A67EAEC1A0B2D97CC89663C,D269A81C7741F458C31DB7FB14C58176421FB2F8,03EABFB8409C4F62A732A3D728ACAA2E13403F50,C96B7A46D3E26FADD6B8B9393D2EE0318AFBA7EE,365464D12717C9A89840B13C0E7B0C602FB01B37,1F72BBF37E781D570EF316BFCE2A3BABD27E3BF7,CC05882978FC5FDD6A7721687E14C0299AE004B8
5475,2022/11/29 08:21:07,NEW_VALSET:PCHEIGHT/339611,18648844FA999F1DC19A6C52B1FAB79821860926BD05FF697E0383158C0CC200,5D779E833E2AA810825C1BE0C0D5C8306051149B5ACFEAFBE08331E1EAF1F5FE,9901CCDA42B948EDDC835FB5C8AB06730A9C23CD,348040609,40824004,4283369,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276127,4276125,4276125,4276125,4276125,4276124,4276123,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276124,4276121,4276099,4233361,4191651,4191078,4191027,4191026,4191026,4149115,434,355,325,1301,109,104,101,100,0,12,1,4233362,0,0,0,0
5476,2022/11/29 08:21:25,NEW_VALSET:PCHEIGHT/339612,4A3DABA12EA4A806B818EC0718D6C91B8CC8B1B3C2AFDBE899109EEBF0F525F6,1F446D51182C20C4DEF465C69D2E9DA0C2AB3CC218ECC5451E45AA69ED4B4C93,9901CCDA42B948EDDC835FB5C8AB06730A9C23CD,348040610,40824004,4283369,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276127,4276125,4276125,4276125,4276125,4276124,4276123,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276124,4276121,4276099,4233361,4191651,4191078,4191027,4191026,4191026,4149115,434,355,325,1302,109,104,101,100,0,12,1,4233362,0,0,0,0
5478,2022/11/29 08:21:43,NEW_VALSET:PCHEIGHT/339614,0DB4F5DE68113413EDBF5802B815B8007D95844E9B634FA50167E83653F597E6,D34C891A688F563C35A982D00581A80D9D7E5A06BE7247E9E934E6BC3C2C5393,0DA35960AC73947F415949EDAF885E1A9A186370,348040611,40824004,4283369,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276127,4276125,4276125,4276125,4276125,4276124,4276123,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276124,4276121,4276099,4233361,4191651,4191078,4191027,4191026,4191026,4149115,434,355,325,1303,109,104,101,100,0,12,1,4233362,0,0,0,0
5479,2022/11/29 08:21:50,NEW_VALSET:PCHEIGHT/339616,B7E50FCF7857D9DA6BB8179FC7CD19CE44DE467A2030C1DD13E4815000788F02,F2E60DF48CA63058E87F041CAAB7922438C93E26922F961362B1C9FF3D46CCD6,B5B358B6B17052E2E1A00B8ED78127FFDFF584AF,348040612,40824004,4283369,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276127,4276125,4276125,4276125,4276125,4276124,4276123,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276124,4276121,4276099,4233361,4191651,4191078,4191027,4191026,4191026,4149115,434,355,325,1304,109,104,101,100,0,12,1,4233362,0,0,0,0
5480,2022/11/29 08:21:56,NEW_VALSET:PCHEIGHT/339617,455618C676D2A556146269E7635F66F86FD62B681F68ED938BBEFBC5466E33B3,3B2FD30EDC94CED0191EB5A7D0147B0FCBF2DFD70BE849075E471F8ABB7E321F,A3A9B9712869F224F4F1F3CB3DE5D039D6268F21,348040613,40824004,4283369,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276127,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276124,4276121,4276099,4233361,4191651,4191078,4191027,4191026,4191026,4149115,434,355,325,1304,109,104,101,100,0,12,1,4233362,0,0,0,0
5481,2022/11/29 08:22:03,NEW_VALSET:PCHEIGHT/339618,8D1D9BD880159DA4D174AAB6940D5CF30F7BAEC59679EF27D325A96A1CC78F33,7C6D4767BD8631DC397FB7EF81EA30AA1CAA81F4506ECF94CA257ADEC4D73131,372D1BB96574A4F382BCC2E9E5DC1A71CC6B0CE9,348040614,40824004,4283369,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276127,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276124,4276121,4276099,4233361,4191651,4191078,4191027,4191026,4191026,4149115,434,355,325,1305,109,104,101,100,0,12,1,4233362,0,0,0,0
5482,2022/11/29 08:22:14,NEW_VALSET:PCHEIGHT/339619,E4DD796A7694E81B9446BBF4BA73BC4E45AADBB5F1F2F135A32BBBA442734F80,56D076629515E98FF64E2439D035B5ED8D03875033762268E4F9A6C2BC740832,372D1BB96574A4F382BCC2E9E5DC1A71CC6B0CE9,348040615,40824004,4283369,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276127,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276124,4276121,4276099,4233361,4191652,4191078,4191027,4191026,4191026,4149115,434,355,325,1305,109,104,101,100,0,12,1,4233362,0,0,0,0
5483,2022/11/29 08:22:21,NEW_VALSET:PCHEIGHT/339620,473DE37ED046BC8A6A76854F3ABAC7E5ED74440D10E98EF9D554407505EE9590,FEF9BFD99C1120F37ADDF7FC1452BA2AC23A965DCC3E23F82F19AE7A04C6FEDE,CD0DA85F510345EAECB73AEED6E3C2C65AD27E53,348040616,40824004,4283369,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276127,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276124,4276121,4276099,4233361,4191652,4191078,4191027,4191026,4191026,4149115,434,355,325,1306,109,104,101,100,0,12,1,4233362,0,0,0,0
5484,2022/11/29 08:22:28,NEW_VALSET:PCHEIGHT/339622,7FECD350CA139E6059D611B38A38E173AAB1134EB6A491D46D5254FC765A0616,67CFB1BC8DB371C25BDE0DBC7334A572BF50B5887DF6055487309412B2E83598,54443EF34125BDBDF74D8E1FD1EC3857160EF3CC,348040617,40824004,4283369,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276127,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276124,4276121,4276099,4233361,4191652,4191078,4191027,4191026,4191026,4149115,434,355,325,1307,109,104,101,100,0,12,1,4233362,0,0,0,0
5485,2022/11/29 08:22:35,NEW_VALSET:PCHEIGHT/339624,E1EC28419C3CACD63452E3EA7E1BC9B2A92D53F9CB3B809B4BBE9ABA495A0A24,CCF441D7FB7D7D365FC22CF0361D4072AE1AF33F8705369D48271E358B42C24E,B59B63331FD2120C89BF2E7DD657E7F9AA090A1D,348040618,40824004,4283369,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276127,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276124,4276121,4276099,4233361,4191652,4191078,4191027,4191026,4191026,4149115,434,355,325,1308,109,104,101,100,0,12,1,4233362,0,0,0,0
5486,2022/11/29 08:22:42,NEW_VALSET:PCHEIGHT/339626,78F2AE6B1AB6AB6CDE7F33CC100D11855AB23CE97ABB53D7DCFF880335FBAD5B,8C317916E08CB45AAA950C91B621AB4C88738991B0EFCB26E2389FFA59986490,E63597E3F46F3A8C82379A72D37FD7D280E832FA,348040628,40824004,4283379,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276127,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276124,4276121,4276099,4233361,4191652,4191078,4191027,4191026,4191026,4149115,434,355,325,1308,109,104,101,100,0,12,1,4233362,0,0,0,0
5487,2022/11/29 08:22:55,NEW_VALSET:PCHEIGHT/339627,C5B8265E06D2B6DD18F812DCD3888827881FCB80C8826E01715D22760C911C38,6F12E145D31ED9FCDDCC28A77BB8D43E0D1389C20AE98A0A7290B10AA457F518,E63597E3F46F3A8C82379A72D37FD7D280E832FA,348040629,40824004,4283379,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276127,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276124,4276121,4276099,4233361,4191652,4191078,4191027,4191026,4191026,4149115,434,355,325,1309,109,104,101,100,0,12,1,4233362,0,0,0,0
5488,2022/11/29 08:23:02,NEW_VALSET:PCHEIGHT/339629,445EEFC7B1756EADCE6C5ECAAD1FBC9E53D3C622E63769BFB14A96E812C59580,8970F07CDBB86AA5FA2828258BD5E5EDACF68EF45B38414BED7EA55A1AC76D08,9797557328079BB3D3E588DAD873F0EA6C098C10,348040630,40824004,4283379,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276127,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276124,4276121,4276099,4233361,4191652,4191078,4191027,4191026,4191026,4149115,434,355,325,1310,109,104,101,100,0,12,1,4233362,0,0,0,0
5489,2022/11/29 08:23:14,NEW_VALSET:PCHEIGHT/339631,2DE1C91A27BFE49377690222371CF276F6D446881A450B1758317F816296418B,A2EC723BE25F2FEBC09833F1B3C2CB2C689F9AC046789378B13705900C6831BA,9797557328079BB3D3E588DAD873F0EA6C098C10,348040631,40824004,4283379,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276127,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276124,4276121,4276099,4233361,4191652,4191078,4191027,4191026,4191026,4149115,434,355,325,1311,109,104,101,100,0,12,1,4233362,0,0,0,0
5490,2022/11/29 08:23:21,NEW_VALSET:PCHEIGHT/339633,EE0412F072D5F08194E31A7CB663D3E811FB83FA53A58EF376007AC4C473E2C1,36E9F0A148F864DFF56D88B9AFB52A55E0ED0FE6BF79116CBBD96F055CDC449C,3558238D72FAC0A40B276D8F238CDF28BE16B4AA,348040632,40824004,4283379,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276127,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276124,4276121,4276099,4233361,4191652,4191078,4191027,4191026,4191026,4149115,434,355,325,1312,109,104,101,100,0,12,1,4233362,0,0,0,0
5491,2022/11/29 08:23:28,NEW_VALSET:PCHEIGHT/339635,4FCC6114CEF2B39B307DCE8E6F02833908A9EAAFCA3DFDD3F429E012FB543BAA,5FF57CD3877D5F622A634A0C948F5D251184F40511E3E8A9825172AF1879DBCC,8C7E66C0416A002CFCF1A99F88F33FCC8F599944,348040633,40824004,4283379,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276127,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276124,4276121,4276099,4233361,4191652,4191078,4191027,4191026,4191026,4149115,434,355,325,1313,109,104,101,100,0,12,1,4233362,0,0,0,0
5492,2022/11/29 08:23:40,NEW_VALSET:PCHEIGHT/339637,EAD60BC24AFF9E100D7DD48B120C8471F45760592FDE4CE00A9F462B5D7C0B4D,5875A60249D22FC173360A1EDBDB75B3B46926DE1A2E5676025928C3A73988AB,8C7E66C0416A002CFCF1A99F88F33FCC8F599944,348040634,40824004,4283379,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276127,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276124,4276121,4276099,4233361,4191652,4191078,4191027,4191026,4191026,4149115,434,355,325,1314,109,104,101,100,0,12,1,4233362,0,0,0,0
5493,2022/11/29 08:23:47,NEW_VALSET:PCHEIGHT/339639,B2CD68824A4392538B89DF3EDDC6857A0748C46D248CF8C5B798E7A6C835E159,EF04494A4ECE6BEF30F9ED2699EAADA8EC29978D2C67E5DC82CC9FF0AD6DD60E,BF4F4707754A93FC8B10B4CA1DF98A043B776ADF,348040635,40824004,4283379,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276127,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276124,4276121,4276099,4233361,4191652,4191078,4191027,4191026,4191026,4149115,434,355,325,1315,109,104,101,100,0,12,1,4233362,0,0,0,0
5494,2022/11/29 08:23:54,NEW_VALSET:PCHEIGHT/339641,961E97DEDBD1069B18B9AC2E1A4BE6A10790F8A39BD47D5C983CFA0D4BA3A747,FA7742566065E6B27936BB643653D1E8D30F6FB977DA1BC011484A7D31A5BB6E,7B0DE97C082AE7911928004FE8B145AA1FF56038,348040636,40824004,4283379,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276127,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276124,4276121,4276099,4233361,4191652,4191078,4191027,4191026,4191026,4149115,434,355,325,1316,109,104,101,100,0,12,1,4233362,0,0,0,0
5495,2022/11/29 08:24:02,NEW_VALSET:PCHEIGHT/339643,8DC949A1341E0D6562784A9487DDD8B655544B023FABC0F6EA93435DAF9C516E,3B0D7BCC158EC7321600EE2A8BD748E83AD25DD03B034A1AEC4557FAC23C55E0,3CC44C72DFD38D8538F1AC2443E540CCA730261C,348040637,40824004,4283379,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276127,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276124,4276121,4276099,4233361,4191652,4191078,4191027,4191026,4191026,4149115,434,355,325,1317,109,104,101,100,0,12,1,4233362,0,0,0,0
5496,2022/11/29 08:24:08,NEW_VALSET:PCHEIGHT/339645,969216921E45D05185FE93C236DBB3266BA70D623E8FEF202D1AAF90269FDF73,1597C7B6AA32EE800BF11D2C024A4824BFC05B4281E8C2DAAFDD195E181703A5,52479C885E73D2F570D47E5F0433785051350DD1,348040638,40824004,4283379,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276127,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276124,4276121,4276099,4233361,4191652,4191078,4191027,4191026,4191026,4149115,434,355,325,1318,109,104,101,100,0,12,1,4233362,0,0,0,0
5497,2022/11/29 08:24:14,NEW_VALSET:PCHEIGHT/339646,630886CE284B52E725416DF099A6A6524ED6CB1046CBD1EFB10F60122C99D696,944C732F1108B58313DB6D7D3E2A5DFF7F88C191721D176759C58D805EDCE79F,60DFD976E9B748B1E1F06FD7B6809A370BD3A302,348040648,40824004,4283389,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276127,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276124,4276121,4276099,4233361,4191652,4191078,4191027,4191026,4191026,4149115,434,355,325,1318,109,104,101,100,0,12,1,4233362,0,0,0,0
5498,2022/11/29 08:24:25,NEW_VALSET:PCHEIGHT/339647,614C5ED7AFA6910B0BB8FDCA1CE45678B1A55C302CDED4B90914454DCE609B26,CC96BD4FF2D6E69D04BBACB8A80F505ABC779F6219D19A94D231C80032D9C254,60DFD976E9B748B1E1F06FD7B6809A370BD3A302,348040649,40824004,4283389,4277675,4277387,4277415,4277565,4276262,4276161,4276152,4276133,4276135,4276132,4276131,4276127,4276125,4276125,4276125,4276125,4276124,4276124,4276123,4276123,4276123,4276125,4276124,4276123,4276123,4276123,4276123,4276123,4276122,4276122,4276122,4276123,4276122,4233360,4276122,4276124,4276123,4276123,4276122,4276122,4276123,4276124,4276123,4276123,4276123,4276123,4276122,4276122,4276121,4276121,4276121,4276121,4276121,4276122,4276122,4276122,4276122,4276121,4276123,4276122,4276124,4276121,4276099,4233361,4191652,4191078,4191027,4191026,4191026,4149115,434,355,325,1319,109,104,101,100,0,12,1,4233362,0,0,0,0
